URL,ID,Date,Author,Comment
,15,"Mar 3, 2016",nmwander,"Marco Rubio......his parents sought political assylum in USA, they did NOT immigrate to USA.
they retained Cuban Citizenship.  They did NOT seek US Citizenship until AFTER Marco was born.
Thus....it is obvious...........
Marco Rubio is definately NOT a natural born citizen.....cut and dried.  No matter how you slice it.
DO NOT bend the rules in order to force a short term victory..........this sets a precedent for  terrible results in the future........
RUBIO.....drop out NOW........
Endorse John Kasich."
,16,"Mar 3, 2016",nmwander,"You twerps dont get it do you?
Ted Cruz is a Bush stand-in......his wife works for Condi Rice and worked for George Bush in the White House.
Dang y'alls dum.
Trump of course is even worse................"
,17,"Mar 8, 2016",HoniSoitQuiMalYPense,"@nmwander
He sure is - he's running for Hillary!"
,18,"Mar 3, 2016",nmwander,"1. Rubio needs to drop out.....salvage his Senate seat.  much more important than an exuberant youthful grab at the President's office.
2. Rubio drops out and endorses.....JOHN KASICH. Kasich wins Florida.  Kasich wins Michigan.
3. New Ball Game."
,19,"Mar 8, 2016",HoniSoitQuiMalYPense,"@nmwander
KEEP THEM ALL IN - sabotage Trump's delegate numbers - THAT'S why he wants a 2 man race - he could still get delegates AND WIN!"
,20,"Mar 3, 2016",heishiDu,"Trump was originally a Democrat, and has a good relationship with Clinton family. In 2008 Hilary Clinton was defeated by Obama. Trump became Republican in 2009. They had a plan. At the most appropriate time, he came out for the presidency. Clearly, Hillary hopes that he is able to upset the Republican primary election, or as an independent candidate to disperse the Republican votes, in order to ensure her election. Like Perot did in 1992, that helped Clinton elected. So Trump is running for Hilary.
 "
,21,"Mar 3, 2016",Boatsaver,"Mitt, Fox News, the US Chamber of Commerce, and hundred of lobbyist are all out to stop Trump in any way possible.  Can't have Trump or Cruz upsetting 30 yrs+ of power building around the Capitol slip away just because that's the will of the people.  Democrats are just as afraid of Sanders & Trump/Cruz.  The media is already joining in from every direction to also protect the ""Establishment""!"
,22,"Mar 3, 2016",spike3468,"@Boatsaver Can't have Trump or Cruz upsetting 30 yrs+ of power building around the Capitol slip away just because that's the will of the people. 
______________
Are you sure we're talking about the will of the ""people""? 

75% of Republicans are against Trump. I can't imaging that very many women in either party are for him. Every Hispanic I've met says ""Trump hates Hispanics""

Every poll shows Trump is the ONLY Republican candidate that can't win Hillary.

Who are the ones who vote for Trump? Liberals. They flock to Republican primaries to vote for Trump to make sure Hillary has the easiest candidate to beat this November. I'm sure the Democratic party probably paid Trump to run for that very reason."
,23,"Mar 3, 2016",JASONROSE,"A lot of Trump's supporters are crossover democrats. They will not be able to vote in states with ""closed"" primaries.  These states are ""winner take all"" and will go to Ted Cruz. Sorry to bust your bubble."
,24,"Mar 3, 2016",ktrueman51,"What happened to for the people, by the people? Washington is afraid of losing the money they get from special interests and lobbyists. It is an election, not a selection. I thought the american voters decide who they want not the politicians in washington. If they fix the election to suit their selves the people will not stand for it."
,25,"Mar 3, 2016",endofthedial,"Cruz and Rubio should agree to a joint ticket and let it be known that whoever gets the most delegates will be the presidential candidate, the other the VP.. Then you drum up lots of voting for the two of them and if their combined delegates beat Trump, then their ticket wins first ballot."
,26,"Mar 3, 2016",siva405,@endofthedial This is a moot proposition. Neither of these clowns will get any significant support from the public.  Two creepy ones of the several GOP candidates.
,27,"Mar 3, 2016",spike3468,"@siva405 @endofthedial 75% of Republicans are against Trump. It is hardly a ""moot proposition"". 

As for ""creepiness"", I have never heard Trump do anything except call people names and insult them. If you really think name-calling and juvenile behavior are leadership qualities, you are in need of a strait-jacket."
,28,"Mar 3, 2016",Amati,"Bill Whalen speculate: 
""If no one is elected on the first ballot, all 2,472 delegates can vote for whomever’s name had been placed in nomination. Which means: to outwit Trump in Cleveland, stack the deck with delegates willing to bail on Trump once their commitment is over.""

What he forgets is that those voters selecting Trump will move away from the republican party, and those currently in power as senators and reps will lose their next bid for reelection; we don't want another Bush, and rather than bid for the presidency, Rubio should start looking for a job as an insurance salesman, no one will vote for this fake politician ever again. "
,29,"Mar 3, 2016",Indy65,"@Amati So, if he doesn't win, you're counting on Trump to break his word and run independently? Do you actually think he'll win?  I would wonder at the trustfulness of someone who breaks his word for his own gain. But, of course, you would say he's doing what ""We the People"" want.  Funny how your group is the only ones you consider as ""We the People"" of America and all others are un-American."
,30,"Mar 3, 2016",samfusious,"@Indy65 @Amati I would think it would be fine for someone who was forced to give their allegiance to the GOP to renege that allegiance with the way he's being treated by that same GOP. It's not the leaders of the party who get to choose the leaders of the party, It's the people. Now do you understand?"
,31,"Mar 3, 2016",spike3468,@samfusious @Indy65 @Amati I have absolutely no problem with Republicans choosing their nominee. I do have a problem with liberals choosing the Republican nominee as a way to make sure Hillary has the easiest GOP candidate to beat. This is what has been going on. 
,32,"Mar 3, 2016",spike3468,"@Amati we don't want another Bush, and rather than bid for the presidency,
_______________
Which tends to prove MY point. Most of Trump's supporters are liberals flocking in from other states to these Republican primaries to vote for Trump to make sure Hillary has the easiest GOP candidate to beat in November. These voters will then vote for Hillary.

I find it hard to believe any Republican would hate George W. Bush to the point that you and other Trump supporters do. You couldn't possibly be a Republican or even an Independent. You have to be a liberal."
,33,"Mar 3, 2016",elizabethrandolph,"If the RNC try to subvert the will of the voters just to keep Trump out, He will run as an independent and they will lose. I will vote for Trump then I will vote for every Democrat on the ballot,Then I will have my name removed from the Republican registry.They will no longer be a party worth voting for."
,34,"Mar 3, 2016",Indy65,@elizabethrandolph They're already a party not worth voting for.
,35,"Mar 3, 2016",dumptrump16,"People seem to admire Trump thinking somehow hes self funding his run this is not the case, Hes simply loaning himself money if you go to his web site hes asking money from anyone and everyone and hes taken in plenty much more tan hes spent or will spend what hes done is found a way to profit why saying hes picking up the tab. Easy to check just another lie."
,36,"Mar 3, 2016",KaossaoK,"LOL, I don't want Trump stopped! I want Trump to win! I don't want a bought and paid for Rubio that would be governed by the establishment. I want someone that is going to think for their self!"
,37,"Mar 5, 2016",LeoMerc71,@KaossaoK Can he think? Sure doesn't sound like it.
,38,"Mar 3, 2016",camera1,"Go ahead. Prevent Trump's winning the nomination outright, and then pick Rubio at the convention. Trump will run on a third-party ticket and will split the conservatives, guaranteeing Clinton's election. Republicans should just give Trump the nomination. That way, he at least has a chance to beat Clinton."
,39,"Mar 3, 2016",brianrallen,"Lost all credibility at:  .... The latest NBC News/SurveyMonkey Weekly Election Poll .... 

Brian Richard Allen"
,40,"Mar 3, 2016",v e,"If Trump does not get the nomination then the establishment is the cause... not the American people.
If that happens then I walk away from the Republican party and let it implode. I won't vote Democrat... I will stay at home on election day."
,41,"Mar 3, 2016",Indy65,"@v e There are more ""American people"" besides Trump supporters. Ever thought that he might not get the nomination because they don't want him?"
,42,"Mar 3, 2016",v e,"Excuse me but why are there even articles about how to stop Trump?
That is an insult to the American voting public.
How about backing off and letting us make the choice.
Politics has never been dirtier at the core. I think the American people are smarter than the establishment in their fancy suits sitting behind closed doors passing out cash to their bidders."
,43,"Mar 3, 2016",KrisJackson,"Nah. There's one way Trump can and will be stopped. Hillary Rodham Clinton will defeat him on Election Day. 

There. Problem solved. And we have eight more years of economic prosperity. "
,44,"Mar 3, 2016",pHenry99910,Lead would be a solution.
,45,"Mar 3, 2016",KrisJackson,@pHenry99910 We liberals never called for the death of Bush. Do not call for Trump to be shot. It's not how we should do business. 
,46,"Mar 3, 2016",brianrallen,"@KrisJackson @pHenry99910  .... We fascisSocialists never called for the death of Bush .... 

What utter rubbish! That kind of conduct (and Morbid Denial and pathological Projection) defines the Left. 

Only happened obsessively and about every darned hour. Including in blogs, columns social media, books and movies. 

Brian Richard Allen"
,47,"Mar 3, 2016",mtcrow,TRUMP all the way.  No one can stop him.  He is the only one that can save America from the communist democraps and the Soros establishment.
,48,"Mar 3, 2016",woodrow,@mtcrow Trump's positions are nearly identical to Bernie Sanders' positions. Not sure I see him as the great conservative you do.
,49,"Mar 3, 2016",v e,"@woodrow @mtcrow 
No way that he is anything like Bernie...
I am a moderate Republican and will be voting for Trump."
,50,"Mar 3, 2016",dtnu2,"There's only one problem, Trump will get most votes of the 3, nobody doubts that, and when he's denied nomination, he'll say (rightfully) not fair, I run as an independent (September is the last petition deadline, Convention is in July), and it's a demolition derby from there. Because it was now clearly demonstrated that people register and go to polls in huge numbers just to vote for Trump. In Virginia which Trump won, 800,000 voted as opposed to 200,000 in 2012, droves of Democrats crossed their party line and voted for Trump in Massachusetts which has open primaries. Trump got 50%, there, next best was Kasich 18%. And finally Democrats are leaving their party outright and register as Republicans, Also in Mass. just in a few winter months 20,000 defections as reported by the head of their Election Board. It's not about parties or nice smiles, it's about our living standards. That people flock to Trump is no surprise, his campaign is geared to silent majority which suffered most while the poor got absolutely nothing while promised the blue out of the heaven, so enter living standards. And of course that will go against the pitiful Democratic ticket, which has no chance whatsoever, 8-)"
,51,"Mar 3, 2016",CraigM01,@dtnu2 But will those that voted for Trump in open primaries actually vote for Trump in the general election?  My guess is they are voting from him to ensure a liberal gets elected.  
,52,"Mar 3, 2016",dtnu2,"@CraigM01 @dtnu2 I believe that's what happened in Minnesota, because they also have open primaries but their Democrats are different, it's the most liberal state in US, and no Republican was elected there since 1972. If so, they still managed to slant the result only slightly, while in Mass. absolute debacle for others. Also I doubt people there would waste their time in droves for such a mean scheme. And my argument so nicely fits into the whole scheme of things. But you're right, it's a speculation to an extent. Still, when looking at what's happening nationwide and going into less conservative states, it's Trump all the way, there's no doubt, and polls agree, they've already been proven right, 8-)"
,53,"Mar 7, 2016",mrmic,@CraigM01 @dtnu2  I doubt that he has the best chance of winning. Those  are legit cross over voters
,54,"Mar 3, 2016",dumptrump16,@dtnu2 It works the other way as well My entire family have always voted republican and not one of these people will get my vote or anyone i know I'll voye Dem before I'd vote for these guys first time for everything.
,55,"Mar 3, 2016",scrap65,"Mr. Whalen, I can only hope you do not consider yourself a journalist.  "
,56,"Mar 3, 2016",john7624,Not a good analogy but at the same time fitting. Both will most likely suffer the same fate.  
,57,"Mar 3, 2016",Syoungblood256,"Forget what the people want lie and cheat to get what the higher powers want.... Cruz and Rubio could never beat Hillary,....."
,58,"Mar 3, 2016",WTPO3,@Syoungblood256  Neither can Trump...
,59,"Mar 3, 2016",alwaysengines,Hmmm....which dishonest opportunistic Democrat do I want to vote for - Trump or Clinton?
,60,"Mar 3, 2016",WTPO3,@alwaysengines  Clinton hasn't had 3 marriages or bankrupted 4 companies or insulted every tax paying immigrant in the country.
,61,"Mar 3, 2016",TmX,"@WTPO3 @alwaysengines No, she only defended a 41-year-old Thomas Alfred Taylor back in '75 who had been accused of raping a 12-year-old."
,62,"Mar 7, 2016",mrmic,@WTPO3 @alwaysengines  Hillary is married to Bill in name only.
,63,"Mar 3, 2016",French91,Why does the republican party want to stop Trump? Because they are backed by millionaires and billionaires that needs somebody that's buyable so they can own the presidents decisions. Trump can't be bought by them. So they are sending out Mitt Romney to do a smear campaign on Trump. I am getting disgusted by the republican party.
,64,"Mar 3, 2016",CraigM01,@French91 What makes you think they can not buy him?  Trump has always justified what he has done in the past as a business decision.  He has always been motivated by money.  You think that has somehow stopped with his running for President?
,65,"Mar 3, 2016",woodrow,@CraigM01 @French91 Agreed. Trump's only allegiance is to Trump and what benefits him. It's his track record.
,66,"Mar 3, 2016",Matthewk31,@CraigM01 @French91 look back in history...rockafeller(not sure if that is spelled right) carnagie and jp morgan all give their fortunes away before they died. they were some of the greedest men in history....maybe this is his idea of giving back without giving away his fortune
,67,"Mar 3, 2016",Indy65,"@Matthewk31 @CraigM01 @French91 And, maybe not. This is his way of getting his dream of being President. Act like you've changed but haven't, get a lot of people to vote for you, get the Presidency and then make a wise business decision and sell them out."
,68,"Mar 3, 2016",canadianeye,Convince Rubio to step down and then Cruz will have the numbers to defeat trump.
,69,"Mar 3, 2016",WTPO3,@canadianeye  How about Cruz step down and let Rubio beat Trump...Cruz is the greatest of all evils.
,70,"Mar 3, 2016",Indy65,"@WTPO3 @canadianeye And, that, my friends, is why this plan will never work. Both Cruz and Rubio want to be President, neither will agree to the VP spot."
,71,"Mar 2, 2016",bobratdogjones,The only ones scared of Trump are Hillary's minions and the Liberal media. 
,72,"Mar 3, 2016",WTPO3,@bobratdogjones  You keep that thought all the way to November...
,73,"Mar 2, 2016",bobratdogjones,"Good comedy.. WE WANT TRUMP!!! We're SICK of Big Government. We're SICK of countries walking all over us. 

We're sick of debt. 

Under Obama: 43,000,000 on food stamps. 20 TRILLION in debt. (Obama added 12 trillion) REAL unemployment is at 25% (includes people who can not find work)"
,74,"Mar 3, 2016",mtcrow,@bobratdogjones Spot on!
,75,"Mar 3, 2016",WTPO3,@bobratdogjones  My income has doubled in the last 7 years.
,76,"Mar 3, 2016",Indy65,"@WTPO3 @bobratdogjones Oh, please, don't confuse my mind with facts! I've already made it up."
,77,"Mar 7, 2016",mrmic,@WTPO3 @bobratdogjones  Great you must work for the government.
,78,"Mar 2, 2016",Bha,"Let's see now, Forget Trump because 60% of the voters didn't vote for him but support Cruz or Rubio even though 80% of the voters didn't vote for them.  "
,79,"Mar 2, 2016",jfh666,when you look at the rest of the GOP field... why would we NOT want Trump to win?
,80,"Mar 2, 2016",schance2,#shutupmitt
,81,"Mar 2, 2016",goboss,"Whalen, like so many others, do no understand that it is their very Baby Boomer ideology that has everybody up in arms.
BB's fought their parents like caged lions back in the 60's, they were pot smoking laggards in the 60's and 70's, and somehow, they think they are the Greatest Generation.  ""They"" cannot be to blame for anything!
BB indoctrination was so pervasive for 35+ years that few even notice its existence today and the impact it has had on the country.
Whalen the classic BB, can sit back and talk about a job well done by his beloved BB Generation - oblivious to the sheer hatred for it."
,82,"Mar 2, 2016",Snoooty,Hillary Clinton!  Her experience speaks loud and clear.  This is serious business. Go Hillary!!!!!  
,83,"Mar 2, 2016",goboss,@Snoooty  Like I said about Nixon and Watergate being on page 4.  This post is a classic example of that.
,84,"Mar 3, 2016",mtcrow,"@Snoooty Only if you want a communist to take over America and turn it into a third world nation, Hildabeast is the one."
,85,"Mar 3, 2016",piperl4,"@Snoooty 
Then all is forgiven for Hillary's obfuscating about the cause of the Benghazi attack, the results of the Benghazi attack, the dodging of that issue until even now. She should be indicted and convicted. Oh, by the way, to the families of those killed at Benghazi, Hillary lied, never followed-up, and to date has treated the families of those sacrificed instead of saved, as people she never heard of. You sure do show a lack of character and integrity."
,86,"Mar 3, 2016",WTPO3,@piperl4 @Snoooty  4 Americans died on foreign soil in  Benghazi.  Reagan played a round of golf the day after 241 died in the Beirut barracks bombing and how many died on American soil when the towers fell?  Exactly!
,87,"Mar 3, 2016",Indy65,"@piperl4 @Snoooty Yep, just like all is forgiven for Bush's lying and starting two wars killing how many American soldiers, not to mention those countries he got to join us and their soldiers, or the Iraqi civilians. All because he wanted their oil and somebody to use to look like a hero for 9/11."
,88,"Mar 2, 2016",Kittery,"Ahhh, Bill Whalen...you forgot to add one additional scenario...even if Trump loses at the RNC convention through whatever manipulation or extraordinary means of the Republican Party...he will take all his toys and move over to an Independent bid for the presidency. The pledge means nothing at this point as he can point to so many disingenuous acts by the Republican Party. With Trump running as an Independent,  the vote will be split and the Democrats win or by some miracle, an Independent Trump wins the Presidency. So the RNC needs to get behind him now, make nice, have input or they will lose in November. Not only will they lose the presidency but they will have no credible power in Congress or the House. Your reasoning might work up to the convention, but has no bearing in the general election and it is the general election not the convention which is the whole enchilada. So sit back and take another swill of brandy, you are going to need it."
,89,"Mar 3, 2016",CraigM01,@Kittery Or those that want anyone but Hillary or Bernie get behind Cruz or Rubio and the would be Hillary voters vote for Trump.  It actually could be a good thing for the Republicans if Trump went independent which is what I think is what Trump was looking to do all along.  I think he was and is using the Republican party all along to have a political stage.  That is why he has already been talking about running as an independent.  As an independent he would not have had the opportunity to debate and get all the media coverage he has had all this time.  
,90,"Mar 3, 2016",Indy65,@CraigM01 @Kittery Or the would be Hillary voters vote for a Republican because they know Trump is too dangerous and would rather vote for Cruz or Rubio and still have a country left after four years. Then hopefully Dems will come up with someone better and we can go back to progressing.
,91,"Mar 2, 2016",goboss,"All of this hub bub emanates from one thing at its nucleus:  A very self centered, self absorbed, generation known as the Baby Boomers.  BB's have built a Social Justice System that favors Central Government cronies above everyone else.
Some of you may remember the sheer outcry when Nixon lied about the Watergate break in.  The populace was shocked by it.  Today, that story wouldn't make page 4 of the papers.  You see, with the BB's, honor and integrity doesn't matter, only: ""The Ends Justify the Means"".  If I like your ideology, I don't care what you have done, or will do, to advance that ideology, I just want it advanced.
And this generation controls both the GOP and the Dem's.  That is why there is so much crossover between them on advancing ideology that advances their power base.
Lots of false rhetoric that portrays a ""divided"" country but in action, there is very little difference between Dubya and Obama on Social Justice issues.  Same for Ryan vs Pelosi or Reid vs McConnell they all play from the same playbook."
,92,"Mar 2, 2016",Kittery,"@goboss And Zuckerberg plays from the NWO Rockefeller (his granddaddy) and Obama (TPP/H-1B visa cronies)...There is not just one ""group"" who are destroying the U.S. and the globe for that matter...just one ideology NWO and that crosses generations."
,93,"Mar 2, 2016",goboss,@Kittery @goboss  The acronym soup is hard to read.  Try again.
,94,"Mar 3, 2016",yovinnie,"@goboss Not to mention forcing a great President to resign over nothing!
The Paris peace accord would have worked if Nixon was still in office He was feared by The N. Vietnamese regime, they would have stuck by the treaty instead of invading the South!"
,95,"Mar 2, 2016",tombowie,"I will for the Repub nominee, whoever it is."
,96,"Mar 2, 2016",Snoooty,"@tombowie ""whoever ""IT"" is""????   Well, I am voting Hillary Clinton and we know who SHE is."
,97,"Mar 2, 2016",jfh666,@Snoooty @tombowie yes.... unfortunately we do....
,98,"Mar 3, 2016",Snoooty,"@jfh666 @Snoooty @tombowie Unfortunate for the Republicans, right?"
,99,"Mar 2, 2016",swchief,"Just curious. For those saying they would never vote for <insert republican candidate here>, would you vote for that candidate against the democrat candidate in the general election? If not, explain why you are ok with giving the democrat a better chance of winning."
,100,"Mar 2, 2016",goboss,"@swchief  There is a mish mash once you get into the Rubio Kasich Clinton Schumer Durbin McConnell Reid Ryan Pelosi gang.  The differences shrink between them
I'm speaking about actions and not rhetoric.  Huge differences on the latter but very few on the former."
,101,"Mar 2, 2016",swchief,"@goboss @swchief Maybe so, but I would hope a republican president would side more often with conservatives than liberals."
,102,"Mar 2, 2016",goboss,"@swchief @goboss  You would, but that hasn't been the case.  That is what all the anger is about!"
,103,"Mar 2, 2016",swchief,@goboss @swchief I agree with you there.
,104,"Mar 3, 2016",ColoradosFreeSpirit,"Moving forward, the demographics favor Sanders since much of the South has already voted. He needs to win 1616 of the remaining 3037 pledged delegates for a majority, which is 53% of the remaining delegates. I don't think winning 53% of the vote is impossible given that Sanders did very well in OK, CO, and MN and pretty much tied in MA. If Sanders can win NY, OH, PA, MI, IL and CA then he has a real chance. It's not over as the mainstream media is leading us to believe..."
,105,"Mar 2, 2016",goboss,"There is one more fight to be had, and it involves Ryan/McConnell vs the conservative wing of the GOP.  I expect the two of them to push Obama for a nominee so that they can ram him/her through before Trump gets the election.
We had stopped Dubya from ramming through Harriet Meirs and we're going to need to do it again with Ryan/McConnell so get ready to fight!"
,106,"Mar 2, 2016",goboss,"Between 2016 and 2020 4 new appointments will be made to the Court.  That is the biggest issue of this election cycle.  Neither Trump nor Rubio talk about it because they do not want to commit to a rigid conservative for those positions.
Trump vaguely speaks of a Justice Thomas type guy and Rubio just says what he's told but Rubio would accept McConnell's, McCain Graham choice and that is very Bad News for conservatives.
Cruz will 100% ONLY support rigid constitutional conservatives for all 4 spots.  That's a game changer."
,107,"Mar 2, 2016",tombowie,"@goboss I support Cruz too, of course. I am thinking out loud."
,108,"Mar 2, 2016",WAleks,"America needs Ted Cruz! Ted Cruz has never been a democrat, didn't give the Clintons 100k, has never called for an assault weapons ban, didn't help get Pelosi elected, wasn't pro late term abortion, doesn't brag about bribing politicians, make fun of handicapped people, and Cruz actually knows the constitution. Ted Cruz didn't wake up last week and decide to be a ""conservative"". Cruz can beat Hillary Clinton. Donald can't."
,109,"Mar 2, 2016",tombowie,@WAleks Get ready for one of the greatest political fights in american history!
,110,"Mar 2, 2016",tombowie,"But, if Rubio can pull FL, it'll be a game changer."
,111,"Mar 2, 2016",goboss,@tombowie  But he won't.  Rubio has a horrendous voting record in the senate and the people of Fl despise him for it.
,112,"Mar 2, 2016",goboss,"Rubio is poised once again to win nothing next week.  Kasich has a strong shot in at least 3 states and could very well pass Rubio in delegate count next week.
Kasich would love to give those who are demanding that he bow out the Big Middle One.  I predict that wil be the case next week."
,113,"Mar 2, 2016",clwyd,@goboss Kasich appears to be the only sane and mature republican candidate!
,114,"Mar 2, 2016",goboss,"The North is Kasich country relative to the establishment wing of the voter base.  The South was Rubio country and he got slaughtered.  I predict that Kasich goes after Rubio on Thursday night as he has a great chance of being the ""guy"" for the establishment.
Rubio better watch his backside or Kasich will blow right passed him as he arrogantly focuses on Trump as if he's got a chance against him."
,115,"Mar 2, 2016",Kittery,@goboss I hope Kasich does blow past Rubio and ousts both Cruz and Rubio.  He could handle Trump.
,116,"Mar 2, 2016",tombowie,"I understand that many of the upcoming states will be winner-take-all, and this puts Trump in the driver’s seat. But many analysts expected Trump to win 10 states (all but Cruz’s home state of Texas) and to create an insurmountable delegate lead. That didn’t happen; not only did Trump lose four states, but he came within three percentage points of losing an additional three states (Arkansas, Vermont, Virginia). "
,117,"Mar 2, 2016",goboss,"@tombowie  7 out of 11 is pretty big.  To call that anything less than a route is disingenuous.
Cruz is a very formidable candidate, and yet the best he could do was 3 states. 
Rubio is a joke at 1 state and that's because it's in the pot smoking haven of MN."
,118,"Mar 2, 2016",tombowie,@goboss @tombowie IDD. I read that after ST only 391 delegates are winner take all.
,119,"Mar 2, 2016",clwyd,Someone taking action against Trump!  Whatever it is take it!
,120,"Mar 2, 2016",goboss,I suspect hat Kasich will outperform Rubio next week leading to the cash shifting to Kasich over Rubio.  By the end of next week it WILL be Rubio dropping out for Kasich.
,121,"Mar 2, 2016",tombowie,"@goboss Get real, dude."
,122,"Mar 2, 2016",goboss,@tombowie @goboss  Look at the polls dude. Rubio slaughtered in Florida and Kasich could pull out a victory in Ohio.
,123,"Mar 2, 2016",tombowie,@goboss @tombowie I'm just saying he won't drop out.
,124,"Mar 2, 2016",awmitt,"@tombowie Don't be so sure of yourself there buddy, unless you're some kind of media-figure, journalist, close campaign-worker (as in Monica Lewinsky close), relative/best friend of Rubio's. Which I have a feeling you're neither of, no better yet none of those particular people within Rubio's inner-circle. Correct? So again, don't be so sure because you're talking about someone you actually don't know nothing about personally & much like the rest of the politicians since I've been born & before... what you do see of Rubio is called 10% him v.s. 90% politician-him, meaning you're seeing an illusion.

Everybody said (I'd assume & probably make a wager on the fact that you were one of these people) that Bush wouldn't drop out too in the beginning of the race, before the downfall. You were likely also in agreeance that Trump would wither away by now, like most others did. I really don't know as I'm assuming everything about you based off of the very little bit I know of you on the internet, which as we know the internet version of yourself is always slightly off from reality, it's just how it is. So my point is, if I'm wrong about you, then why couldn't you very well be just as wrong about Rubio, given we both know very little about the people we're assuming of... think about it on the busride home my friend."
,125,"Mar 2, 2016",tombowie,"@awmitt @tombowie I don't know if he'll drop out, but would be surprised if he did. I am offering my opinions based on my thoughts which get stronger by reading articles such as this one. I have no idea what's going to happen, just that Trump won't have an easy time getting to 1237."
,126,"Mar 2, 2016",dougsmithjones,Republican voters are done with the GOP establishment. This is why trump will win the nomination. And the Whitehouse.
,127,"Mar 2, 2016",goboss,"Florida:
Trump 40.3
Rubio 20.8
Cruz 15.8
Rubio is screwed!
Carson at 5.3% which will probably go to Trump in FL so you have him at 45.3%"
,128,"Mar 2, 2016",tombowie,@goboss I've read enough to know that it's far from over. This article proves that.
,129,"Mar 2, 2016",goboss,"Ohio:   Trump 31%  Kasich 26% Cruz 21%  Rubio 13%!
Rubio is so screwed."
