URL,ID,Date,Author,Comment
,26,"Mar 3, 2016",ramdom,"@kg14051 I had scholarships all the way from undergrad, grad school, postdoc, etc. My wife is a small business owner. Our income puts us in the 1% and I support the Sanders platform. The fact is that even though I've done well I feel not everyone has the same opportunities and luck and everyone who needs help deserves it.  Throughout my life, I've helped people who've competed with me, even at personal cost, because it's the right thing to do. This ""every man for himself"" concept will only lead to the extinction of humanity if we keep going this way. We're all in this together and need to work together to solve the major bottlenecks facing humanity this century.

It has nothing to with free stuff, which isn't really free since it's paid through our taxes. People work in countries with ""free"" college and health, like Canada. If the lower rungs of Maslow's hierarchy were made available to all people, then they'd be free to do what they wanted and we'd see the true entrepreneurial spirit of humanity come out. Instead of being corporate cogs benefitting a tiny elite, which is what our country is becoming. I can see how easy it is to bend the system to work in our favour so my family never has to work again and I don't think that's fair. "
,27,"Mar 2, 2016",SheepDoggs,"Thank goodness Sanders is losing. At least with Clinton its ""business as usual,"" Shes a crook but I don't expect anything to change under her. Sanders would destroy our country quickly. And especially after how many times obama used the ""executive action"" can you only imagine sanders wielding the same power? Scary."
,28,"Mar 2, 2016",axiomunbroken,"@SheepDoggs I hate his policies, but I'd rather have a believer than Hillary any day of the week."
,29,"Mar 2, 2016",SheepDoggs,"@axiomunbroken @SheepDoggs Believer??? Sanders is a communist. Sanders would take half my paycheck. Hillary business as usual (shell brag and claim to tax the rich but we all know she wont). Sanders would turn healthcare upside down, after 3 years of obama care I dont think Hillary will change a thing. She keeps saying how great it is on campaign. The debt that sanders will add to our already catastrophic deficit? No thanks. 4 more years of Obama Vomit beats 4 years of communism any day. And that speaks volumes!"
,30,"Mar 2, 2016",sb080466,@SheepDoggs @axiomunbroken  I despise Hillary but if faced with a choice between her and Sanders I will take Hillary and not look back.  Sanders must think there is a magic money tree somewhere to pay for all of his freebies. And if people think he wont take half your paycheck they are naïve. 
,31,"Mar 2, 2016",SheepDoggs,"@sb080466 @SheepDoggs @axiomunbroken I agree completely. I hate Hillary but I'm glad to see her mop the floor with Sanders. Sanders could really do some perm. damage in a short amount of time, as we learned from Obama care and all the other welfare programs, they are never scaled back once they are started but propped up indefinitely no matter how badly it fails. Both parties: after seeing Obama do whatever he desired with executive actions he set a terrible precedent, Now both sides will abuse this - just like Obama did. All the liberals heads would be exploding if a GOP President did what Obama did. Sanders should bow out, maybe someone else could step up and run. its a shame the choice the Democrats have put forth - Crook and a Communist? Disgusting."
,32,"Mar 2, 2016",b30011,@SheepDoggs Right on. Sanders would be a disaster. He'd have us exit NATO and join the Warsaw Pact.
,33,"Mar 2, 2016",AbnRanger1984,"While doing ""the math,"" it is important to include another quantity: 150—FBI agents."
,34,"Mar 2, 2016",Jiggywest,@AbnRanger1984 None of whom exist.
,35,"Mar 2, 2016",b30011,@Jiggywest @AbnRanger1984 They are reading your post and tracking down the MAC address of your computer.
,36,"Mar 2, 2016",phooie,It's pretty clear to me that Bernie was never meant to win.  The democrats just didn't want it to look like they were anointing Hillary as their one and only so someone was appointed to run against her.  If Bernie really wanted to win there is more than enough dirt on Hillary he could bring up but he never does. The majority of the democrats who support him are obviously not bright enough to realize it. 
,37,"Mar 2, 2016",axiomunbroken,@phooie The amount of competition he is presenting is unnerving to them. Don't underestimate how worried they actually are.
,38,"Mar 2, 2016",Lee112,"It seems that the race will start moving to states that are more friendly to Bernie. If he wins the vote and Hillary gets in because of super delegates, I think there will be a revolt among Bernie supporters, especially the young. Most will probably stay home in November. Some may move to the republican figuring if they can't get their first choice of free college they might at least settle for getting a job which is less likely under a Clinton presidency since that she plans to continue the policies of Obama that have failed to generate good jobs for them."
,39,"Mar 2, 2016",marind,"In other words, the DINOS and the plutocracy will do their utmost to derail the candidate the PEOPLE want: Bernie Sanders.

A vote for Clinton isn't much different than a vote for another Bush."
,40,"Mar 2, 2016",SB117,"@marind
Unfortunately, that's true."
,41,"Mar 2, 2016",MrKellogg,@marind This Super delegate business needs to be stopped. It's buying the election. 
,42,"Mar 3, 2016",Dvandal,@marind Which Bush? I don't want W.; but I would take H.W. in a heartbeat.
,43,"Mar 2, 2016",B2013,Apparently Democrats do not care about winning in November. Only Sanders is competitive or beating all Republican candidates. And he is the only candidate not likely to be on trial by then.
,44,"Mar 2, 2016",axiomunbroken,"@B2013 Right, the only candidate I'm actually worried about is Bernie, but he is a long shot. Hillary has proven to be significantly weaker than the bluster, for 9 years now."
,45,"Mar 2, 2016",crampon,"When Hillary is in jail, all the dems will wish they had not wasted their vote on a perp."
,46,"Mar 2, 2016",iski,Am i missing something or has the democratic party issued fake ID cards to 13 year olds to vote.
,47,"Mar 2, 2016",MrKellogg,@iski You're missing a lot. 
,48,"Mar 2, 2016",shakostarsun,Corporate lapdog vs. Mr. Corporate
,49,"Mar 2, 2016",marind,@shakostarsun Exactly.
,50,"Mar 2, 2016",sendthistodave,Hillary`s big wins in RED states are meaningless - she will lose every Southern state to Trump
,51,"Mar 2, 2016",MrKellogg,@sendthistodave There are a lot of minorities in those southern states. 
,52,"Mar 2, 2016",threedaughters,I think Bernie is banking on Hillary being indicted before the convention.
,53,"Mar 2, 2016",deegeebee,"@threedaughters and I think at that point, Joe Biden steps in to 'save the day'."
,54,"Mar 2, 2016",iski,"@deegeebee @threedaughters The progressive clown circus rolls on burnie the burn out a career socialist perhaps not enough in the children's vote, hillary the coronation almost  complete but possible criminal activity may become a hinderance but hark foul mouthed joe the career that may keep on giving to the rescue.

You progressive minions must be proud?"
,55,"Mar 2, 2016",ohright,"The math, I figure when the General Election happens, the democrats will come out and vote, with their progressive and socialist friends. Except they will vote GOP. "
,56,"Mar 2, 2016",labpackmom,"I'm still just mind blown that out of all the possible Dems, none of those who actually care about the country, have a conscience, a head for math and business, a professional persona, and some people skills, Sanders is the only challenger.  Boy if that doesn't tell ya the fix is in for her and everyone knows it.  Time for the true democrats to have a little tea party of their own?"
,57,"Mar 2, 2016",WCM320,"Alright let me explain something...
The Super Delegate in the last election cycle went with Clinton... Until It was clear that Obama was winning then they changed there vote.

That's the way it works. In sanders was winning they would go with him.
The Same Sanders cry babies that where complaining about super delegates a few weeks ago are now shouting that super delegates can win sanders the nomination.

The only thing that has struck me this years election cycle is how such a great man, who is well liked, well behaved and well meaning, and have whiny little babies as supporters. Bernie would be ashamed."
,58,"Mar 2, 2016",WCM320,Sanders is basically trying to make the left wing liberal version of the tea party... And I support him in that. But he is not going to win.
,59,"Mar 2, 2016",Remington Rolling Block Shooter,"Here's the math:  A coin flip in IOWA + card cutting in Nevada + Sanders win by 20% of NH votes/Clinton gets more NH delegates than Sanders + more Democratic convention Super Delegate votes than ""primary"" electoral votes = Disenfranchised Democratic voters.  Democratic party math adds up to, ""we can't trust the people, the party will pick out nominee.""


And this was the woman who cried something is wrong when Gore got more popular votes than Bush but Bush got more electoral college votes?  "
,60,"Mar 2, 2016",steamingpileofmitt,"The whole process of delegates and super delegates is asinine. Why should some peoples vote count more than others? Just doesnt make sense. One citizen, one vote. Add up the popular vote and call it a day"
,61,"Mar 2, 2016",GrammarChecker,"The thing is, they're using Common Core math.  If you use REAL numbers, then he still has a shot"
,62,"Mar 2, 2016",jmmr,"@GrammarChecker What a choice, nut job, vs. screwball!"
,63,"Mar 2, 2016",HappyCamper86322,"""... garnered the support of over 80 percent of African-American voters"" big deal.  Almost 8% of the population.  Wow."
,64,"Mar 2, 2016",WCM320,"@HappyCamper86322 There are 53 million African Americans in the United States. That's 1 in 6... I don't know how your math is, but that's not 8% of the population. And it's over 16%. And that's about a third of the Democratic Vote. I'm very sorry that you cant wright off the black vote because they don't agree with you."
,65,"Mar 2, 2016",hillary4prisonpresidentofcellblock6,hillary is a criminal not presidential.
,66,"Mar 2, 2016",Wayne Gilbert,Sanders was and always will be the sideshow for Hillary. Hillary had to appear to run against someone and win. Enter Sanders an admitted socialist making Hillary of all people look more moderate. Even Sanders was shocked at his early lead.
,67,"Mar 2, 2016",Sam Osborne,"The math establishments Democrats have not yet been able to add up

Thus far the political establishment in the Democratic Party has failed to grasp what is being jammed down the throats of those in the GOP---masses of Americans from right to left are fed up with same-O politics and are not going to take it anymore. This is evidenced by outsider Trump winning the lion’s share in Republican stronghold south (and where Trump does not win hated-establishment Cruz tallies a marginally bigger vote) where the Republican turnout is twice that of the Democrats and this being a place that Democrats are not going to be able to carry in the general election.

And where Dems may have a shot, Massachusetts, Clinton and Sanders had a virtual tie and the state had a record turnout that comes of support for Trump and Sanders and not the usually suspects. Democratic Party winnable Minnesota well reflects the reality of party establishment rejection: Sanders wins and Rubio also wins but in a state the GOP would not be expected to carry in the general election."
,68,"Mar 2, 2016",garnfarb,@Sam Osborne  Saunders is an afterthought.  He's not a democrat.  Bernie might as well be hanging in a sausage display at the market.
,69,"Mar 2, 2016",garnfarb,"Saunders never had a shot at the DNC ballot.  Even as screwed up as the DNC is, a non-democrat could never get the nod.  Misty eyed, brain dead donors to the Saunder campaign are getting taken for a one way ride.  HRC?  The latest word is Leavenworth Federal lock up is accelerating the remodeling of their conference room to accommodate Hillary's press conferences.  1800+ separate incidents of Federal law violations, so far.  And counting. "
,70,"Mar 2, 2016",EltonBunnell,How is Hillary going to run the country from jail   
,71,"Mar 2, 2016",matdarat,"The ONLY reason Bernie is still in has to be the DOJ. If he gets out before the convention the Dem leaders can pick anyone as a replacement. If he stays in and the""shoe"" drops how can the Dems not allow Bernie to run? I'm hoping for an October surprise..."
,72,"Mar 2, 2016",dragos111,"I keep wondering about Sanders' poll numbers.  Is he that good a candidate?  Or, is Hillary just that bad a candidate?  Bernie is not a Democrat, but a self-proclaimed Socialist.  He should be very easy to beat.  However, in a two-man race, if you hate one candidate that leaves you voting for the other guy.

I am guessing that the answer is simply that Hillary is that bad a candidate.  People are voting for Sanders simply because they hate her so badly.

Yes, Hillary is that bad a candidate.  Her general election results are going to be terrible."
,73,"Mar 2, 2016",CarpieDude,"@dragos111  No. People are voting for Sanders because his message is that of the common people. He is supported by WE, The People. Clinton has the support of banks, brokerage houses and other 1%-ers."
,74,"Mar 2, 2016",jmmr,@CarpieDude @dragos111 He is just promising more free stuff that there is no way we can afford it. Many seem so gullible that they will believe anything for more stuff.
,75,"Mar 2, 2016",CarpieDude,@jmmr @CarpieDude @dragos111  We CAN afford it if the corporate-types stepped up and paid their FAIR SHARE of taxes.
,76,"Mar 2, 2016",luckjoe,"The only thing I hear Hillary shrill is blacks, blacks, blacks and even mentioned the mothers of the black thugs killed by policeman. Shame on the policemen and not the mothers for raising a good kid. Who does she think pays the taxes that she wants to throw at the blacks."
,77,"Mar 2, 2016",Fox1sBiased,Fox doing math lol
,78,"Mar 2, 2016",learnedscholar,@Fox1sBiased  :)
,79,"Mar 2, 2016",wonderYrednow,President Hillary Rodham Clinton will win the next TWO Presidential Elections.
,80,"Mar 2, 2016",Michael Z. Williamson,"@wonderYrednow Hey, then we can have another Bush, and then ANOTHER Clinton.  Dynasties--they worked for the Romans!"
,81,"Mar 2, 2016",RedGeorge,@wonderYrednow More like two life terms at Leavenworth
,82,"Mar 2, 2016",Obozzo,@wonderYrednow I'd bet on a first term in prison.
,83,"Mar 2, 2016",seldls,"@wonderYrednow 
If you repeat that enough you might even convince yourself. "
,84,"Mar 2, 2016",dragos111,"@wonderYrednow Have you seen the turn out numbers for the Democrat primaries?  They are waaaaayyy  down.  At the same time Trump has brought in record turnouts.

Hillary is going to be toast in the general election."
,85,"Mar 2, 2016",Theballs,"Lol lol lol lol lol
No one can stand another 8 years of Barack , Billary takes the rod looks like a ham isn't going to make it. But please waste your vote . Poor sap .. Smh
Snorkel ! Look I can sputter things also !"
,86,"Mar 2, 2016",jmmr,"@wonderYrednow if so we are all screwed, big time"
,87,"Mar 2, 2016",puliy,@wonderYrednow Next two terms and probably more in Federal penitentiary!
,88,"Mar 2, 2016",texasproud,"UM .... 150 AGENTS WORKING 50 HOURS A WEEK
THERE MUST BE ALOT OF EVIDENCE"
,89,"Mar 2, 2016",wonderYrednow,Lie
,90,"Mar 2, 2016",garnfarb,@wonderYrednow <----------  in denial.
,91,"Mar 2, 2016",RedGeorge,"@texasproud 35,000 x at least two felonies per count. It will take a tractor trailer and a forklift to deliver all the charging documents before the court"
,92,"Mar 2, 2016",texasproud,"FORECAST
FBI TURNS OVER EVIDENCE TO DOJ IN MAY
DOJ REFUSES TO INDICT
SPECIAL PROSECUTOR JUST IN TIME FOR ELECTION"
,93,"Mar 2, 2016",fl2054gy,@texasproud Hilly is safe Barry owns the FBI..
,94,"Mar 2, 2016",EthanVonGruen1,"@texasproud if FBI recommends an indictment, DOJ will have no choice but to indict"
,95,"Mar 2, 2016",LittleBrownBear,@EthanVonGruen1 @texasproud True.
,96,"Mar 2, 2016",BishkekSteeler,@LittleBrownBear @EthanVonGruen1 @texasproud Not true. The FBI will go public with the reasons they think that the indictment should come down but the DOJ doesn't have to indict or give much of a reason why not.
,97,"Mar 2, 2016",wonderYrednow,Babble
,98,"Mar 2, 2016",Theballs,Now you are babbling ?
,99,"Mar 2, 2016",jmmr,"@BishkekSteeler @LittleBrownBear @EthanVonGruen1 @texasproud Then the final legacy of incompetence will be in stone, for the o administration."
,100,"Mar 2, 2016",wonderYrednow,Lie
,101,"Mar 2, 2016",wonderYrednow,There is NO CRIME to indict
,102,"Mar 2, 2016",Obozzo,@wonderYrednow Go back to bed you're dreaming!
,103,"Mar 2, 2016",Theballs,What world are you living in ? Are you high?
,104,"Mar 2, 2016",caseyhd,Now time for reality. The FBI is not investigating Clinton you buffoon.
,105,"Mar 2, 2016",wonderYrednow,TRUTH
,106,"Mar 2, 2016",Wayne Gilbert,@caseyhd Hillary is absolutely under criminal investigation right now.
,107,"Mar 2, 2016",wonderYrednow,There is NO CRIME
,108,"Mar 2, 2016",Michael Z. Williamson,"@wonderYrednow Failing to maintain classified material is a federal crime.  2000 emails IDed so far. Had anyone in the DoD done this, they'd already be in jail.

Bleat all you want.  It doesn't change the facts, and she's not going to let you lick her."
,109,"Mar 2, 2016",Wayne Gilbert,@wonderyrednow the only persons that would say that are those interested in undermining the United States of America and destroying it.
,110,"Mar 2, 2016",Theballs,Failing to maintain classified material is a federal crime. 2000 emails Identified ... At this point
,111,"Mar 2, 2016",jmmr,@wonderYrednow There was no sniper fire in Bosnia!
,112,"Mar 2, 2016",consequencs,"in the super tuesday states thus far called, the repubs had vastly more votes cast than the dems in the same state.  7 times GOP lead (sometimes over double), 3 times DEM had more (and 2 of those were in new england, duh)."
,113,"Mar 2, 2016",wonderYrednow,"Sec. Clinton starts out with 242 Electoral College Electors.
She wins Florida and she IS President."
,114,"Mar 2, 2016",luckjoe,@wonderYrednow Of her cell block.
,115,"Mar 2, 2016",BritishLeftist,"Hillary Clinton: ""We're all in this together my friends""

LOL HAHAHA"
,116,"Mar 2, 2016",texasproud,"DOUG, IT IS RIGGED
WHAT PERCENT OF ACTUAL VOTES
DO THEY BOTH HAVE?"
,117,"Mar 2, 2016",mrbigstuff,"@texasproud
Who's Doug?"
,118,"Mar 2, 2016",DrSaraM,@mrbigstuff just the guy who wrote the article.  Did you read it or did you just come for the comments?
,119,"Mar 2, 2016",consequencs,"i haven't been a big supporter of trump, but ...   rosie o'donnell, al sharpton, jon stewart, whoopi goldberg, samuel jackson, and raven symone have said they will leave the country if he wins.  i have two things to say back at that: (1) Trump 2016 and (2) can i help any of you pack?"
,120,"Mar 2, 2016",EthanVonGruen1,"@consequencs jon stewart, really?  "
,121,"Mar 2, 2016",consequencs,@EthanVonGruen1  good point.  i could live with him.
,122,"Mar 2, 2016",luckjoe,@consequencs I'll carry the bags...
,123,"Mar 2, 2016",MorleyDotes,"""President Donald Trump"" Better get used to it"
,124,"Mar 2, 2016",LetsAdmitFoxIsBiased,"@MorleyDotes

Trump will NEVER get elected POTUS.


I have faith in Americans."
,125,"Mar 2, 2016",MorleyDotes,"@LetsAdmitFoxIsBiased @MorleyDotes
I have faith too, he is going to be the next President"
,126,"Mar 2, 2016",Obozzo,@LetsAdmitFoxIsBiased @MorleyDotes We had faith in Americans as  well and they elected Obama. 
,127,"Mar 2, 2016",Theballs,"I had faith in us also , right up until O'no was elected a second term"
,128,"Mar 2, 2016",caseyhd,Well he can be the president of his company so......
,129,"Mar 2, 2016",Michael Z. Williamson,@MorleyDotes Why would you want a Democrat?
,130,"Mar 2, 2016",Obozzo,@Michael Z. Williamson @MorleyDotes Because failure is always an option?
,131,"Mar 2, 2016",KrisJackson,"All the hate from you haters doesn't negate several facts:
--The nation is in much better shape than it was before Obama took office.
--The nation looks back fondly to the good stewardship of Bill Clinton.
--The Republican Party has turned into an irrational hate machine capable of little more than a reflexive NO NO NO.
--Donald Trump is destroying whatever chance the Republicans had for derailing the Democratic drive to continue the policies of Barack Obama.
--The polls bear this out. Either Bernie or Hillary beats any of the candidates you put up. Especially Trump.
--HA HA HA HA HA!"
,132,"Mar 2, 2016",RangerB,"@KrisJackson The proof is in the pudding and in your pudding is a lying, pathological cheat who cannot make an honest decision before checking what she gets out of it."
,133,"Mar 2, 2016",caseyhd,"Tell me again what the latest polls showed?
Oh that's right. Sanders or Clinton DESTROY Trump."
,134,"Mar 2, 2016",Theballs,"Please post some facts , this isn't Jr. High ."
,135,"Mar 2, 2016",Michael Z. Williamson,"@KrisJackson Hey, remember when he closed Gitmo?
Oh, right.
Well, at least our national debt is ...tripled?
The point is, employment..
And the US' credit rating is..
Anyway, the important thing is...

That Trump is far closer to a Dem than a Republican.

BTW, how much of your lunch money have you donated to Bernie's retirement plan? He's laughing at you, you know."
,136,"Mar 2, 2016",Obozzo,@KrisJackson The haters are democrats. Read your own posts. Obama sat in Rev Wrights church now that's serious hate. Bernie hates what's best in America. It's called if you want a better life earn it.
,137,"Mar 2, 2016",bridgebuilder44,The facts that the Dems top pick to lead the nation is a pathological lying coverup artist is downright scary.
,138,"Mar 2, 2016",caseyhd,Wait. When you say that I think Republican.
,139,"Mar 2, 2016",Theballs,They are dems .. Really dosnt need to make sense for them to follow it.
,140,"Mar 2, 2016",DrSaraM,@bridgebuilder44  kinda like Richard Nixon
,141,"Mar 2, 2016",StarfishPrime,           Hillary should be executed for treason!
,142,"Mar 2, 2016",LetsAdmitFoxIsBiased,"@StarfishPrime

stop lying"
,143,"Mar 2, 2016",Theballs,Stop creating more screen names .. Your ip is the same lol!
,144,"Mar 2, 2016",eaglesnest10,"The writing is on the wall, the 2016 Presidential race is going to be between Hillary Clinton and Donald Trump, it is apparent now and will be even more realized by the end of March.  The race will simply be like what the 2008 and 2012 races where like, and like them the party that gets out the vote the best will win it.  Right now the Republicans have an advantage and momentum when it comes to that, but they also held the advantage on it in both 2008 and 2012, so we will see how it plays out in November.  But it will be between Hillary and Donald."
,145,"Mar 2, 2016",StarfishPrime,"@eaglesnest10 <--- No ""extra"" votes from N.C. this year with the new ID law in affect. That should help!"
,146,"Mar 2, 2016",bridgebuilder44,Uhg. None of the above...
,147,"Mar 2, 2016",caseyhd,Last polls show Clinton destroying Trump.
,148,"Mar 2, 2016",Theballs,"you don't understand, Hillary barely beat a socialist . The reason wasn't for the socialist it was because of the hate for Clinton. That hate = votes for trump . People are 7x more likely to vote against Somone they hate than for Somone they like if they do not feel threatened . This being said , the Hillary voters are afraid of losing the Obama phone and subsidy programs that allow them to remain unemployed . Your scared few votes will not Trump the intelligent voter , with only two choices to make Hillary will not be one of them . Spiff up your resume"
,149,"Mar 2, 2016",FoxyDemocraticSocialist,"The last sentence of this article is so fake; ""The #FeelTheBern movement WAS a powerful one...""  Was?  WAS?  WE just set a new FEC fund raising record of $43,000,000 for the month of February!!  Yes, an all time record!  We are STILL very powerful and WE are STILL in this big time.  So don't be surprised..."
,150,"Mar 2, 2016",Michael Z. Williamson,"@FoxyDemocraticSocialist It's adorable that you think giving him your lunch money will accomplish anything other than giving him a huge fortune to retire on.

But I expect after he loses you'll pay to hear him talk, too."
,151,"Mar 2, 2016",consequencs,"@MarisR09 i feel your love for bernie, but the system is stacked against him.  1 of 7 votes is by a super-delegate.  they are allowed to give the voters of their state the finger, voting as they please.  hillary has most of them in bed with her (revolting as that sounds). your dedication to your candidate is to be commended, but will be unfruitful."
,152,"Mar 2, 2016",ObamaJurkoff,Mathematical advantage means Hillary gets the delegates even if she doesn't win.   Welcome to socialism Bernie.   Feel the BURN. 
,153,"Mar 2, 2016",DopeAndMange,Hillary is unfit to hold any office of trust. 
,154,"Mar 2, 2016",LetsAdmitFoxIsBiased,"@DopeAndMange

wrong"
,155,"Mar 2, 2016",Michael Z. Williamson,"@LetsAdmitFoxIsBiased @DopeAndMange It was an opinion. Opinions are not wrong.

Therefore, you are wrong."
,156,"Mar 2, 2016",Theballs,"@dopeandmange
No he is correct"
,157,"Mar 2, 2016",gary johnson,"Hillary Clinton: ""How could so many commoners have forgotten...
that they OWE me the Presidency?"""
,158,"Mar 2, 2016",gary johnson,Hillary Clinton Administration:You don't have to take the lid off a sewer to know you're not going to like the smell....
,159,"Mar 2, 2016",Theballs,That is what she told agents taking the lid off of her emails
,160,"Mar 2, 2016",DopeAndMange,Hillary and inner circle. 16000 counts and climbing
,161,"Mar 2, 2016",gary johnson,This took some incredible mathematical calculating to come to this conclusion....!
,162,"Mar 2, 2016",BeingRight,She should go to jail for wearing clothes designed by Mao Tse Tung....
,163,"Mar 2, 2016",mrbigstuff,Time to do the math.  Just how much time will she spend in Prison?  Or is she special and beyond the laws of this Nation Under God!
,164,"Mar 2, 2016",FoxyDemocraticSocialist,"@mrbigstuff
Which god are you speaking of?  There are so many from which to choose."
,165,"Mar 2, 2016",mrbigstuff,"@FoxyDemocraticSocialist @mrbigstuff
Just the one God.  No religion behind him, but it created us."
,166,"Mar 2, 2016",KrisJackson,"@mrbigstuff @FoxyDemocraticSocialist I do not understand your sentence. I don't think I want you to explain it to me, but be advised you made no sense. "
,167,"Mar 2, 2016",mrbigstuff,"@KrisJackson @mrbigstuff @FoxyDemocraticSocialist
God is God.  Man created religion. 
Got it?"
,168,"Mar 2, 2016",Theballs,"God is God , man made up religion , like democrats make up there own brand of senselessness"
,169,"Mar 2, 2016",RangerB,@FoxyDemocraticSocialist @mrbigstuff Your decision. Your rewards.
,170,"Mar 2, 2016",LetsAdmitFoxIsBiased,"@mrbigstuff

Clinton will never be indicted since her actions do not warrant indictment."
,171,"Mar 2, 2016",mrbigstuff,"@LetsAdmitFoxIsBiased @mrbigstuff
Wait for it. Wait for it.  smiles"
,172,"Mar 2, 2016",mrbigstuff,"@LetsAdmitFoxIsBiased @mrbigstuff
and. Her action's do not warrant indictment, they warrant she should be hung from the nearest tree as soon as possible and teach these people we elect, to be honest and love America or get hung.
She is a down right given spy.  Waterboard her Mr. Trump."
,173,"Mar 2, 2016",Keith A.,"Hillary Clinton -- No common Sense, No Integrity, Would do Anything for power, Narcissistic (only concerned about herself).  Unfit to serve in any Government position."
,174,"Mar 2, 2016",BeingRight,Clinton to prison !
,175,"Mar 2, 2016",LetsAdmitFoxIsBiased,"@BeingRight

never happen"
,176,"Mar 2, 2016",mrbigstuff,Get hilary out of the picture and the picture looks good.
