URL,ID,Date,Author,Comment
,29,"Mar 4, 2016",Cleetusplease,We prefer to keep our pork and fraud and abuse and limo lifestyles.Now go back to work and pay your taxes and don't let any nagging pests open your eyes to the real fraud that is our Washington.
,30,"Mar 4, 2016",Cleetusplease,"Heeey!  I think I am catching on.  The GOP ran Romney so Obama would be elected.  Now they are trying to sabotage their front runner (Trump) and enlisting Romney to assist them.  Has this not been a farce all along?  The GOP is in bed with the Democrats to divide the spoils?  If this doesn't make sense, then what does?- truthallowed2"
,31,"Mar 4, 2016",INGrandpa,"@Cleetusplease  That's just why Trump is doing so well and drawing in the voters.  I really don't think it is so much people are in love with Trump, but just fed up with what they have.  The establishment says if Trump gets the nomination, the party will never be the same.  I believe that and it's just what we want.  We don't like it as it is, so the republican voters are willing to take a chance on anyone they feel with make a drastic change.  I don't even call myself a Republican any more, I use Independent although I wouldn't vote for a Democrat after obama and now what they are offering."
,32,"Mar 4, 2016",robnbc,"Trump could be elected if ""good people do nothing.""  (Burke)  Do not underestimate the loyalty, violence and extremism of authoritarian followers.  It happened in Germany, Italy, USSR and China.  It could happen here."
,33,"Mar 4, 2016",robnbc,"Fox News has turned journalism in to entertaining demagoguery and Trump has excited their base of frightened and angry, old white people."
,34,"Mar 4, 2016",Macpappy,"@robnbc Well, the last 8 years have given old white people plenty to be angry about. Oh, and don't mistake conviction with fear. It's a revolution, just be glad the angry old white people are using the ballot, instead of bullets."
,35,"Mar 4, 2016",turtletank,"@robnbc  Perhaps you should read Marx.
You appear to have no idea what you are talking about."
,36,"Mar 10, 2016",Tommywilson,"@robnbc  Not quite right, Trump can be elected if good people vote for him.  Just what do you think we have for government right now?"
,37,"Mar 3, 2016",kahuna17,"Oh and no one that I know on the left, center left or center right is really worried about the Donald  He will not be elected. I think we are just amazed at how far he has come and how his supporters act and react.  BUT let the games begin!"
,38,"Mar 3, 2016",kahuna17,"I can't wait for the first debate between Hillary and Donald!   I like my Sunday Times.   More info, more news, no inserts. But that's me."
,39,"Mar 3, 2016",Kfriant1,The NY Times and National Inquirer.... yup sums it up. Both bad jargon for the reader.
,40,"Mar 3, 2016",MensLiberum,A pathetic hack like Goodwin accusing someone else of lacking journalistic ethics.  That would be funny if it wasn't nauseating.
,41,"Mar 3, 2016",2DisplayName,"the NYT has no ethics. 
so there ya go. 

more rumor and smoke and mirrors.  a design to introduce ""reasonable doubt"" to those who cannot think for themselves. "
,42,"Mar 3, 2016",MensLiberum,"@2DisplayName Yes, ""those people who can't think for themselves"".  As opposed to wise, intelligent, informed people like you who have been told to distrust the Legitimate Media."
,43,"Mar 4, 2016",turtletank,"@MensLiberum @2DisplayName  Legitimate? OK, that's what propaganda looks like."
,44,"Mar 6, 2016",Mazlar,"@MensLiberumIf you trust the media, you have lost already."
,45,"Mar 4, 2016",Macpappy,"@2DisplayName ...so how do those that can not think, reason?"
,46,"Mar 3, 2016",veryoldcop,"If it was off the record, why did the Times record the meeting ? I believe that NY law requires ALL parties to a conversation be aware if it is recorded. If they did so without Trumps knowledge I expect their insurance carriers are busy cancelling coverage."
,47,"Mar 3, 2016",RockyMtnHigh,"I would suggest that the libbies here try to remember what it was that made this country great - two documents and a people who believed in them. The documents are still there, but half the country no longer believes in them and are doing all they can to change and/or nullify them. And the NYT falls in that group (obviously)."
,48,"Mar 3, 2016",DustinG,"@RockyMtnHigh
You are right, that ""half"" keeps saying Hillary is guilty of a crime even though she hasn't had a trial. They have also invented a reason for Congress to get involved in abortion even though its not mentioned anywhere in the Constitution."
,49,"Mar 3, 2016",StephCurryForPrez,"What about Trump would lead you to believe that he won't ""walk back"" on most of what he has said?"
,50,"Mar 4, 2016",turtletank,@StephCurryForPrez  What about Donald's ego leads you to believe he'll walk back anything he doesn't absolutely have to?
,51,"Mar 3, 2016",1asstorisk,"Great campaign.
Democrats fleeing their party. Republicans walking around in a daze.
Trump just keeps on keeping on.
T
R
U
M
P
2016
=}"
,52,"Mar 4, 2016",Cleetusplease,@1asstorisk We like the current arrangement so don't vote for Trump or we will rally against any democracy that's not convenient to our kingdom.
,53,"Mar 3, 2016",cobi23,"As usual, Goodwin is in full coverup mode.........it's the Republican establishment and big money donors that are in fear, loathing, and panic mode.........the inmates have taken over the institution."
,54,"Mar 4, 2016",turtletank,@cobi23  Democrats know they are losing voters to Donald.
,55,"Mar 3, 2016",Comitus,"Yellow journalism, by a 2nd rate journalist, at a 3rd rate paper (NY Post) has all the knuckle draggers below drooling. Mike is doing exactly what he condemns the Times for."
,56,"Mar 3, 2016",janderl,@Comitus and of course the Gruberite elitists all come here to comment because noone really takes huffpoo seriously anymore.
,57,"Mar 3, 2016",burren47,"Yes. The New York Times leans far to the left, which most comments here seems to think is wrong. No one has any problems with the FoxNews being the media wing of the GOP? No problem with that at all?"
,58,"Mar 3, 2016",howard123,"@burren47

ANOTHER LYING LIBERAL ALINSKY STOOGE
trying to defend the indefensible ... that's how
America got into the mess we are in."
,59,"Mar 3, 2016",Comitus,"@howard123 @burren47  You don't think that Fox leans as far right, as the Times leans left?"
,60,"Mar 3, 2016",mtobryan,@Comitus @howard123 @burren47  No. FOX has several liberal commentators. NYT has NO conservative representation.
,61,"Mar 4, 2016",turtletank,@Comitus @howard123 @burren47  The NYTimes would consider Karl Marx too conservative.
,62,"Mar 6, 2016",Mazlar,@howard123 @burren47 its called denial. 
,63,"Mar 3, 2016",ambientnoise,@burren47 So you have a problem with one news outlet leaning right when every other major news outlet leans left?  Don't be a hypocrite.
,64,"Mar 3, 2016",Comitus,"@ambientnoise @burren47  I don't think he has a problem with Fox leaning right, he is just pointing out YOUR hypocrisy.
The reason that there are not as many right leaning newspapers is because the American people are in general, not as supportive of right wing causes."
,65,"Mar 3, 2016",janderl,"@Comitus @ambientnoise @burren47 Yeah, well, that's simply not true.  The reason is that most of the people who gravitate to talking head jobs are liberals that love to hear themselves speak.  And once they get to the editor level, they squelch any and all dissenting voices.  As usual, the ones screaming 'TOLERANCE!' the loudest are the ones that are least tolerant of all......."
,66,"Mar 3, 2016",mtobryan,"@Comitus @ambientnoise @burren47  If that is true, then why are FOX ratings higher than all the rest of the liberal networks combined? It takes five or six liberal networks just to garner a small percentage of viewers that FOX has."
,67,"Mar 3, 2016",MensLiberum,"@mtobryan @Comitus @ambientnoise @burren47 Well, it turns out that telling halfwits that the nonsense they believe is actually true is a FANTASTIC marketing idea.
I wish I had thought of it."
,68,"Mar 3, 2016",MensLiberum,@Comitus @ambientnoise @burren47 I think it's because most folks are smart enough to know when an infotainment outlet like Fox is blowing smoke up their...in their eyes.
,69,"Mar 3, 2016",WhatElseCanHappen,The NYT has always been as biased as any self-respecting tabloid only they were  much more subtle in the past.
,70,"Mar 3, 2016",crover,"too bad the 9/11 terrorists did not fly one of the planes into the ""gray lady""."
,71,"Mar 3, 2016",Comitus,"@crover  Which of course is an expression of terrorism. If you had the courage of your own convictions, you would be flying the plane."
,72,"Mar 4, 2016",turtletank,@Comitus @crover  Why bother?  with articles like this the NYTimes is driving away readers.
,73,"Mar 3, 2016",MensLiberum,@crover Too bad you weren't on one of the planes.  The improvement to our gene pool would have been appreciated by future generations.
,74,"Mar 3, 2016",crover,Using the term journalistic ethics in a story about the New York Times....funny
,75,"Mar 3, 2016",howard123,"DRAIN THE SWAMP !!!
it's time to rid America of the self serving
politicians and media ... who have been 
keeping the American people down ... in
order to maintain their own power ... position
... and wealth.


TRUMP FOR PRESIDENT 2016 ... HILLARY FOR PRISON 2016"
,76,"Mar 3, 2016",howard123,"THE NEW YORK TIMES IS A PARTISAN LIBERAL ALINSKY RAG
... WITH ZERO JOURNALISTIC INTEGRITY !!!"
,77,"Mar 3, 2016",howard123,"THE NEW YORK TIMES IS IN THE TANK FOR OBAMA
... ALONG WITH THE REST OF THE LIBERAL MEDIA ...

ABC News executive producer Ian Cameron is married to Susan Rice, National Security Adviser.
CBS President David Rhodes is the brother of Ben Rhodes, Obamas Deputy National Security Adviser for Strategic Communications.
 ABC News correspondent Claire Shipman is married to former Whitehouse Press Secretary Jay Carney
 ABC News and Univision reporter Matthew Jaffe is married to Katie Hogan, Obamas Deputy Press Secretary
ABC President Ben Sherwood is the brother of Obamas Special Adviser Elizabeth Sherwood
CNN President Virginia Moseley is married to former Hillary Clintons Deputy Secretary Tom Nides.
And now you know why it is no surprise the media is in Obama’s pocket.  Yathink there might be a little bias in the news ???   
Isn’t it interesting that every place you look in Obama’s administration people fill positions because of who they know, not what they know or how competent they are ---- and you wonder why our country has so many problems. Good Grief WAKE UP!"
,78,"Mar 3, 2016",howard123,"FOR THE PAST 7 YEARS ... OBAMA ...
THE CANDIDATE OF THE N.Y. TIMES ...
HAS BEENREDISTRIBUTING (STEALING & GIVING AWAY)
the hard earned money of working Americans ...
to regimes who hate America ... free loading 
Americans, who gorge themselves at the public
trough ... failed enviromental projects ... and
failed social engineering atrocities ... like 
obamacare ... and, all while he spit in the eye
of congress ... spit on our constitution ... and
treated our soldiers and veterans like second
class citizens. So far, obama has wasted over
8 Trillion dollars ( more money that ALL the presidents
who came before him ... COMBINED) ... while at the
same time ... obama has increased our national 
debt to over 19 TRILLION DOLLARS !!!"
,79,"Mar 3, 2016",Comitus,@howard123  Utter nonsense.
,80,"Mar 3, 2016",ambientnoise,@Comitus @howard123 Then refute his claims instead of commenting with drivel.
,81,"Mar 3, 2016",Comitus,"@ambientnoise @Comitus @howard123  Ok
1) Obama has not redistributed anything. Budgeting, such as it is, is done by Congress and the Congress has been Republican for some while.
2) The ""public trough"" does not contain enough for ""gorging"".
3)It is true that numerous projects fail to live up to their marketing, that does not mean that they are failures. You live in a country that places much importance on environment, perhaps you'd like to live amidst a world of contaminants.
4) Obama has issued less executive orders than George W. Bush (google it).
5) Obama has shown more regard for our Armed Forces, by not ""spending"" them prolifically.
6) While relatively high, our national debt is still below the debt at the end of WWII and don't discount your own contribution to the debt."
,82,"Mar 3, 2016",howard123,HILLARY CLINTON’S BIGGEST SUPER PAC IS THE LYING LIBERAL MAINSTREAM MEDIA !!!
,83,"Mar 3, 2016",howard123,"THE ONLY THING THE NEW YORK TIMES IS GOOD FOR
... IS PAPER TRAINING YOUR DOG !!!"
,84,"Mar 3, 2016",asway,The NY Times is very useful in my outhouse.
,85,"Mar 3, 2016",TealibanParty,@asway  Your doublewide doesn't have indoor plumbing?  No wonder you question America's greatness.
,86,"Mar 3, 2016",dodoonlibs,GOOD...........THERE IS NO WORSE PAPER.  I HOPE IS GOES BANKRUPT!
,87,"Mar 3, 2016",elkbuster1,"Trump 2016, Make America Great Again."
,88,"Mar 3, 2016",CaptainLudd,"@elkbuster1
You don't think America is great?"
,89,"Mar 3, 2016",Inquizzical,@CaptainLudd @elkbuster1 Not since Obama's apology tour.
,90,"Mar 3, 2016",emptyracy,@CaptainLudd @elkbuster1 Great schools? No. Great debt? Yes. Great military? Yes. Great economy? No. Great healthcare? No.
,91,"Mar 3, 2016",clancy02,@CaptainLudd @elkbuster1  Have you been under a rock
,92,"Mar 3, 2016",brody24,"@elkbuster1 If you don't think America is great, you can get up and leave"
,93,"Mar 3, 2016",MrEMeat,@elkbuster1 The rest of the world is looking at this as an I.Q. test for the U.S. and we're failing.
,94,"Mar 3, 2016",brody24,@MrEMeat @elkbuster1 Folks seem to be embracing anti-intellectualism as some sort of virtue.  And its downright scary
,95,"Mar 3, 2016",TealibanParty,"It's not fear, loathing, and panic at the NYT. It's disgust, disbelief, and alarm from around the world."
,96,"Mar 3, 2016",CaptainLudd,"@TealibanParty
Including much of the GOP."
,97,"Mar 4, 2016",turtletank,"@TealibanParty  No, denial, delusion and failed propaganda.
No one will be surprised when they close their doors."
,98,"Mar 3, 2016",JeffNofWinterGarden,"This is the ""New Republican Party""; for the People and by the People. This is the end of the so called establishment; this is the end of political lobbyists, pundits, big donors, and the media controlling the elected officials. This is the end of the do nothing elected politicians. This is the end of pocket stuffing politicians and the cliques. That is why all of the aforementioned are so terrified of Donald Trump. In the history of the United States there were 2 presidents that went through the same harshness as Donald Trump is going through and went on to become 2 of the greatest; Theodore Roosevelt and Ronald Reagan. The 2 alternatives Marco Rubio and Ted Cruz are indebted to their donors and can never negotiate a deal whether it is national or global. They cannot pull people together. They cannot add new members to the GOP as Donald Trump has demonstrated. Also Rubio has a lot of hidden secrets during his tenure as Speaker in Florida such as the house he owned in Tallahassee that was used as a brothel for his lobbyists and big donors; which he eventually sold to a lobbyist for a huge profit; plus his family ties to drug dealing. Cruz tries to appeal to the far right religious wing but they see right through him; similar to a carnival barker."
,99,"Mar 3, 2016",emptyracy,"@JeffNofWinterGarden Even if Trump wins the RNC nomination and is elected POTUS, he has to work with Congress. It's that 'balance of power' thing. So he's going to have to learn to work with Rubio & Cruz in the Senate to get things done. He may have burned bridges he'll want to cross later."
,100,"Mar 3, 2016",NY22Nole,"@emptyracy @JeffNofWinterGarden  Yes - and they have to learn to work with Trump.

I am dying to see Trump in power and dems or repubs trying to fight him at every turn.

Trump is the man for the job - he won't worry about offending politicians because he is not part of the B.S. that takes place in D.C."
,101,"Mar 3, 2016",gregio,"@NY22Nole @emptyracy @JeffNofWinterGarden Trump may be the only way the taxpayer has to get some relief from the gigantic ""sucking sound"" that the US government makes when it drains the taxpayer in so many ways, not to mention the ""death by a thousand cuts"" inflicted by the shadow government of administrative law and regulation being inflicted on us at the rate of thousands per month.  No one POTUS can save us, we will need a long line of Trump type, independent supermanagers to reform the beast that is the US government."
,102,"Mar 3, 2016",howard123,"@emptyracy @JeffNofWinterGarden

WHAT GOES AROUND ... COMES AROUND !!!

... OR, INSTEAD OF WORKING WITH CONGRESS ...
TRUMP COULD JUST USE HIS PHONE AND HIS PEN
... LIKE OBAMA HAS DONE !!!"
,103,"Mar 3, 2016",NY22Nole,@JeffNofWinterGarden  Great post - agreed 100%.
,104,"Mar 4, 2016",turtletank,"@JeffNofWinterGarden  For propaganda, your post is too wordy."
,105,"Mar 3, 2016",ronaldraygunz,Does Trumps health care plan included ovens?
,106,"Mar 3, 2016",BillyWhiteShoes,"@ronaldraygunz 

No, those were the tools of the National Socialist party.  Check your history, pumpkin."
,107,"Mar 3, 2016",theteapar,"@BillyWhiteShoes @ronaldraygunz I think that was his point, Einstein."
,108,"Mar 4, 2016",turtletank,@theteapar @BillyWhiteShoes @ronaldraygunz  Then you might notice that the Democrats are the party of Marxist ideologies.
,109,"Mar 3, 2016",emptyracy,@ronaldraygunz Aren't autoclaves technically ovens?
,110,"Mar 3, 2016",Dvandal,"Donald Trump has caused all of these things in places other than the New York Times; anyone, right or left, who is even reasonably thoughtful knows how dangerous he is. Or to be more accurate, how dangerous his supporters are. I won't bother to go into details; because you either already know or do not care.

Every time in history that Democracy has died, it has done so to thunderous applause."
,111,"Mar 3, 2016",jbgotcha,@Dvandal Our democracy will die when those who work for their living are outnumbered by those who vote for their living.
,112,"Mar 3, 2016",TheodG,"@Dvandal A fair question may actually be what should ""we the people"" fear more... the existing failed federal government or a Trump. And excluding any pithy remarks about Trump, would the Socialist alternative be better? I think not, for that will surely lead to civil war eventually as they do not believe in the U.S.Constitution or the BOR."
,113,"Mar 3, 2016",tom1940,"D. Trump, in his Tues Nite News Conference hit exactly the right note in extending the olive branch to Mitch McConnell, P. Ryan, etc.  Showing that he
will meet with them and there is a chance to start fresh and on the right foot.  That is alot more than we have seen from B. Obama in the last 6 years!
At least Trump acknowledges there is ""another"" branch of government, (with whom he must work), to get ""stuff"" done.)!!!"
,114,"Mar 3, 2016",ronaldraygunz,"@tom1940 My dad, and millions of other dads, spent three years in Italy killing people that espoused Trumps political leanings. You need to think about that."
,115,"Mar 3, 2016",LibsRpoison,"NYT - ""All the news fit to distort""."
,116,"Mar 3, 2016",CruellaDeVille,"The NY Slime is like the Beatles Elanor Rigby: ""wearing the face that she keeps in a jar by the door"". They try to look nice and polished, but underneath the facade they are utterly evil..."
,117,"Mar 3, 2016",schance2,#shutupmitt
,118,"Mar 3, 2016",Ultraviolence,The NY Times has ethics??  really??  noooooo!!!!!
,119,"Mar 3, 2016",silverllake,"Must be doing something right to turn all the political hacks especially the ones in the media, against all the people that support Trump "
,120,"Mar 3, 2016",Cuernacarol,"Immigration is a game with only the poor of each country being affected by greed of the elite of both countries. Sickening how only the innocent are being maligned. When it SHOULD be the illegal employers, the politicians in Mexico who are greedy, who use U.S advice to broker deals that only inrich themselves and get themselves elected. U.S.influence in the political arena in Mexico is evil and widespread. Mexico is selling off its resources to the highest bidders and the rich are happy to oblige."
,121,"Mar 3, 2016",ambientnoise,"@Cuernacarol Immigrants can come here legally as all the others throughout the world does.  There is a process to follow.  You can't just come here if you want.  Doesn't work that way.  

No one is maligning the people here illegally.  We just want them to leave and come back the right way."
,122,"Mar 3, 2016",kevdelivers,"The super-PAC's are putting out anti-Trump ads, while Megan Kelly, Fox News anchor, brings interviews from folks in the super-PAC ads!

Great team work to bring down the Donald!"
,123,"Mar 3, 2016",kevdelivers,First time in history ALL the media outlets are busting at the seams to stop Donald Trump!
,124,"Mar 3, 2016",Carpo Diem,"NYTimes has 600,000 circulation losing 6% per year. Its a local rag."
,125,"Mar 3, 2016",MayorofPoundTown,"Panic on the streets of New York!
Burn down the disco & hang the DJ!!"
,126,"Mar 3, 2016",camera1,The New York Post???? LOL
,127,"Mar 3, 2016",Inquizzical,@camera1 *Times
,128,"Mar 3, 2016",hashman53,I have more respect for the National Enquirer than the NYT.
,129,"Mar 3, 2016",sammy4231,"This makes no sense. If the meeting went as advertised, there would be no fear and loathing to inspire breaking ethics. 
Since, by many articles full of evidence, we know there is fear and loathing.... false story. "
,130,"Mar 3, 2016",Brawndo,F the times
,131,"Mar 3, 2016",knightnblu,"I'm sorry, but the New York Times acting ethically is a joke. That is the same paper that covered up genocide in the Ukraine and won a Pulitzer prize for it. Anyone who expect that paper to be responsible journalists is fooling themselves."
,132,"Mar 3, 2016",amerusa,Trump will build the WALL and if Mexico refuses to PAY for the WALL then Vicente Fox (the crook) and Calderon will PICK UP the TAB for the WALL!!!!  How about that?
,133,"Mar 3, 2016",Wilroy,I would not wipe my dog's rear end with that dungrag. 
,134,"Mar 3, 2016",SFLfishingKid,who gives a foch about the NYT?
,135,"Mar 3, 2016",DJFusty,"""I heard, from an anonymous source, that somebody at the NYTimes might have something that they might release! I'm OUTRAGED!!!""
Fox Noise at its finest."
,136,"Mar 3, 2016",dohon,then nyt's sucks.
,137,"Mar 3, 2016",concertina,"Since the Times is now owned by the richest man in Mexico, this isn't surprising."
,138,"Mar 3, 2016",Andynonomous,"APPROVE THE RELEASE OF THE AUDIO, DONALD !

We deserve to know your REAL positions before we vote for you."
,139,"Mar 3, 2016",parkhaven3,"@Andynonomous Like dopey authorized the release of his school applications, school transcripts, SS records, Passport records, Draft records and a copy of his BC that wasn't photo-shopped. Hahahahahahahahahahahaha, etc. "
