URL,ID,Date,Author,Comment
,49,"Mar 2, 2016",DWS1,"@BeverlyHillsDrDan Well Please remember under ""Socialism"" the Politically ""Well Connected"" Gain ALL the Benefits. Unfortunately@ the Expense of Everyone else !  I'm sure Bernie will Understand.....???? "
,50,"Mar 2, 2016",ChucklesM,King Tut is younger than Hillary or Bernie. And smarter.
,51,"Mar 2, 2016",MrKellogg,@ChucklesM <Non-information voter
,52,"Mar 2, 2016",stoneman12342002,@MrKellogg @ChucklesM Too many of them. Any middle class voter that has researched the issues knows Bernie was the best candidate that had come along since FDR.  The media has too much influence on simple minds.
,53,"Mar 2, 2016",ChucklesM,"Poofy! You look FAB-U-LOUS! But, I am not allowed to type to pedophiles (especially gay ones) on the Internet. Sorry."
,54,"Mar 2, 2016",ChucklesM,Sorry. My mom told me to never type to pedophiles on the Internet.
,55,"Mar 2, 2016",carandken,"Bernie-Time to go back to the park and hunch over your usual chessboard muttering ""Down with the Czar"""
,56,"Mar 2, 2016",frodofrog,"Just remember, Hillary always tries to tell the truth.  I actually believe what Bernie says. don't agree with it but I believe he is telling the truth.  Hillary, keep on trying.  Maybe one of these days."
,57,"Mar 2, 2016",txpatriot13,She isn't trying hard enough. I will only believe her when she finally fesses up that she let her ambassador die.
,58,"Mar 2, 2016",cl0007,@txpatriot13 She sacrificed the ambassador and the other men to save herself! 
,59,"Mar 2, 2016",pawfarr,"Since money is not a concern for Sanders...why waste time worrying about it...he can dip into that endless ""moneybox"" that has all the freebies he is offering on his 'platform""!!"
,60,"Mar 2, 2016",stoneman12342002,@pawfarr Research my friend...you have no idea what you ate talking about.
,61,"Mar 2, 2016",MothraSaveUs,"Bernie, don't give up!  But you're going to have to play the espionage and Benghazi cards."
,62,"Mar 2, 2016",JoeJ203,@MothraSaveUs He doesn't want to hurt her for the general election.
,63,"Mar 2, 2016",MrKellogg,@JoeJ203 @MothraSaveUs It's called class. People on this sight don't really understand it. 
,64,"Mar 2, 2016",12345abcde,"@MrKellogg @JoeJ203 @MothraSaveUs 
Its not class, its corruption,.,. BERNIE HAS BEEN PROMISED STUFF TO PLAY ALONG!!

LIBERALS ARE DUMB!"
,65,"Mar 2, 2016",txpatriot13,It is relegating him into the losing position.
,66,"Mar 2, 2016",cl0007,"@MrKellogg @JoeJ203 @MothraSaveUs Hillary is stealing the primary out from under him and his followers are going to be real upset at Hillary for it.  If this is a ploy to set Bernie up, the people will be upset they were played...."
,67,"Mar 2, 2016",JbBatt,"@MrKellogg @JoeJ203 @MothraSaveUs  It's also called intelligence.  You don't really understand it.  Go back to getting all your knowledge from ""The view"".  It certainly shows."
,68,"Mar 2, 2016",Vepton,"Hillary too big to jail? We need to march on washington, she betrayed us all."
,69,"Mar 2, 2016",ChucklesM,Yes! She must be close to 300 pounds by now and growing.
,70,"Mar 2, 2016",frunk,LIEberalism:  A HATE FILLED CULT.
,71,"Mar 2, 2016",ThoughtAndDecency,@frunk Whatever you've got to tell yourself to sleep at night.
,72,"Mar 2, 2016",DWS1,"@ThoughtAndDecency  How can you ever ""Sleep"" Anytime after Obama gave $150 Billion to IRAN to subsidize Terrorism & build Nuclear weapons...?????  "
,73,"Mar 2, 2016",12345abcde,"@DWS1 @ThoughtAndDecency  PLUS 20 BILLION IN INTEREST!!!

DO YOU THINK OBAMA NEEDED TO GIVE THEM THE INTEREST TOO! LOLOL

OBAMA AND DEMS ARE ANTI-AMERICAN GOONS DETERMINED TO DESTROY THIS COUNTRY!"
,74,"Mar 2, 2016",Darkcide666,"“This campaign is not just about electing a president. It is about transforming America”

The scariest words ever uttered by an American Socialist presidential candidate. Good thing he doesn't stand a chance...But Clinton is not much better."
,75,"Mar 2, 2016",HillaryHasDungBeetleBreath,"What a stupid headline. There was NEVER ANY DOUBT who the Democrat candidate was going to be. Good God, just look at the delegate count after Sanders slaughtered Hilliary in NH. Well duhhhhhhhhhhhhhh!"
,76,"Mar 2, 2016",DWS1,"@HillaryHasDungBeetleBreath WHY would want to live under a Democracy where people vote to choose their leaders ??? I want the DNC & National News media to pick the President,so I don't ever  even have to think ! duhhhhhhh!"
,77,"Mar 2, 2016",CarlHungus,"I do like Bernie because he's a fighter for what he truly believes - even if it's socialism.
It'll never fly in this country, (USA not USSA) but at least he's not being investigated by the FBI like ol Canks.  Tough year for Dems."
,78,"Mar 2, 2016",MrKellogg,"@CarlHungus It's not socialism. Fox realizes its followers don't really read, so they just put up big headlines with scary words, and all the sheep just baa back. "
,79,"Mar 2, 2016",bugsy7562,"@MrKellogg @CarlHungus  Bernie describes himself as a socialist. . . . .and has several times.
Now who doesn't read?"
,80,"Mar 2, 2016",Kfriant1,"Socialism has no place in a self governed society, this is no surprise that Bernie fizzled, Hillary is next as in a self governed society has no place for her immoral and unethical practices either."
,81,"Mar 2, 2016",DWS1,"@Kfriant1 Wel live in an age of ""Contemporary Relativism"". There is NO  such things as ""immoral and unethical practices"" ! DUDE don't be Tripping out...??? Just GO to a ""Feel The Bern"" rally & smoke some bud it will be Cool Kool !  !   "
,82,"Mar 2, 2016",MyElephantIsBiggerThanYours,"Oh good. So NOW there's clarity.
The Democrats ARE putting forth a Socialist candidate.
Got it."
,83,"Mar 2, 2016",GP Russell,"Hillary's new catch phrase is 'Make America Whole Again' ... when did it divide?   Say, oh over the past 7+ years maybe?!?!

If you want more of that divide ... vote for Hillary."
,84,"Mar 2, 2016",CarlHungus,@GP Russell The great divider in chief's legacy.  Sad.  Notice how she couldn't even come up with that herself?  She had to steal it from Trump.
,85,"Mar 2, 2016",Phillip Moore,@GP Russell Vote for the Mutt Clinton and put America deeper in the hole.
,86,"Mar 2, 2016",theteapar,@GP Russell more like 25 years ago.
,87,"Mar 2, 2016",Seek the Truth,"Bernie needs to turn his attention to the general election. He could win in a landslide by addressing the following:

As higher ed tuition and fees have increased at double the rate of inflation every year, on average, for more than 40 years resulting in average annual incomes needing to exceed $ 210,000 to have kept pace, commit to not providing loans or loan guarantees to any student attending a school that increases their tuition and fees more than 1% / year for the next 10 years. This would make the GOP's heads explode as Sanders chose to side with students, their families, and the taxpayers over the academic elites that have brought us this scandal.

Scrap Head Start and start over as HHS has shown Head Start to have no lasting impact. This would show the voters he will not tolerate totally failed programs just because they sound good.

Reverse the policies over the last 7 years that have led to middle class incomes declining and most of the economic improvement centered on the top 10% of wage earners and wealth holders and nearly all on the top 25% by undoing the record increases in regulations and regressive taxes. These are the people he needs to win and actually siding with them is crucial.

Eliminate the Dept. of Education which has spent many trillions as its direct contribution to a tripling of real per student spending over the last 40 years with no performance increases (and remedial reading, writing, and math being the fastest growing classes in higher ed). He should advocate that the savings from eliminating a department that has accomplished nothing be devoted to the infrastructure he and his party speak of being so important. This would gather large numbers of votes.

We are now told there are 17 million children (suddenly up from 14.5 million) that are going hungry or at risk of going hungry. This despite 18 federal needs based food programs, more at the state and local level, 450,000 churches, most of which have persistent or emergency food assistance, 1,000s of local food only charities, large charities with food assistance programs, and of course, extended families. She could leverage off this admission of failure to completely revamp our food assistance programs such that they would not leave 17 million children at risk.

Only special interests vested in the status quo of these failed programs and departments could argue against this.

These pro child, pro education, pro middle class, and pro lower income policies would propel Bernie back into the race."
,88,"Mar 2, 2016",Dante22,@Seek the Truth Wake up!  Bernie isnt a real candidate.  Its a FARCE.  Its like the Rocky movie except Bernie wont get a rematch and wont win anything except a big payoff from the Clinton Army
,89,"Mar 2, 2016",Seek the Truth,"@Dante22 @Seek the Truth  It was tongue in cheek, neither Bernie or Hillary would ever implement those pro child, pro education, pro middle class, pro lower income policies (in a caring, very caring, way)."
,90,"Mar 2, 2016",DWS1,"@Seek the Truth  You are correct  about the money WASTED on ""Head Start"" & other money $pent by the Dept of Education that's for sure !  Now  Comrade let's GO Take Every Penny f/ every Capitalist PIG in America. WE Will Share in the Poverty Equally until Nothing is left Comrade ! "
,91,"Mar 2, 2016",MisterSpock,The Clinton Crime Family (CCF) must be stopped!
,92,"Mar 2, 2016",DWS1,@MisterSpock $end your Dollar$$ to the  Clinton Foundation. Terrorist nations & Convicted  Billion pedophile pals of Bill need only apply !  
,93,"Mar 2, 2016",MisterSpock,So it looks like it is going to be Trump vs Bernie Sanders once the FBI concludes their criminal investigation.
,94,"Mar 2, 2016",gobbler,"@MisterSpock  What she did is a class 1 felony, but I think the FBI is running scared."
,95,"Mar 2, 2016",MayorofPoundTown,A democratic vote is a vote for the destruction of the USA
,96,"Mar 2, 2016",saywut,Anyone have an earpiece that works ??  This one apparently blocks out Klu KLUX KLAN !!
,97,"Mar 2, 2016",MayorofPoundTown,you can borrow Barney or Hillary's
,98,"Mar 2, 2016",Be4Reel,"Don't get why people are so ""angry"", as for me, I'm going to vote in the best interest of the country and keep my emotions in check so I can think straight."
,99,"Mar 2, 2016",MayorofPoundTown,"Democratic Party: low IQ low information low testerone party!
They should change their name to the party of misfits"
,100,"Mar 2, 2016",Be4Reel,"@MayorofPoundTown 
I beg to differ.  I've seen the GOP debates and Trump supporters.  "
,101,"Mar 2, 2016",Phillip Moore,"@Be4Reel @MayorofPoundTown Yep, Clinton barking like a dog is real presidential. I can see other world leaders now following "" The Mutts"" lead. NOT"
,102,"Mar 2, 2016",pradd200,@MayorofPoundTown RepubliCON never going to be what they were at once.  Lost for ever
,103,"Mar 2, 2016",saywut,Poor foxtards...I've never seen a more desperate bunch in my life...obviously they're perpetually terrified !!!!
,104,"Mar 2, 2016",MisterSpock,@saywut FBI FBI FBI arf af arf!
,105,"Mar 2, 2016",gobbler,@MisterSpock @saywut  Is she really a dog?
,106,"Mar 2, 2016",frunk,@saywut poor little husseinbot......his girl HITLARY will be perp walked in June.
,107,"Mar 2, 2016",saywut,45th POTUS------->Hillary Clinton !!!!
,108,"Mar 2, 2016",MayorofPoundTown,In your dreams
,109,"Mar 2, 2016",pradd200,@MayorofPoundTown Wait and see  we all be laughing at you and RepubliCON
,110,"Mar 2, 2016",Phillip Moore,@saywut Clinton isn`t fit to serve as a SCROTUM. :)
,111,"Mar 2, 2016",deacon64,"Good morning. Hilary in yoga pants. Camel toe. Naked, doing pullups, full frontal. You're welcome. "
,112,"Mar 2, 2016",GP Russell,"@deacon64
><"
,113,"Mar 2, 2016",pradd200,@deacon64 You are the future of this country?  So sad
,114,"Mar 2, 2016",Dante22,"Anyone who believes the Dem. primary is legitimate believes in the tooth fairy.  The whole thing is a sham. How could any legitimate opponent not touch her on Bengazi, emails, whitewater, the Clinton WH, the Wall St. Hypocracy.  She celebrates like she's accomplished something.  The joke is on the  American's who believe this farce."
,115,"Mar 2, 2016",ObamaIsAntiChrist,What was she guilty for regarding Whitewater?
,116,"Mar 2, 2016",Dante22,"@ObamaIsAntiChrist How about fraud, abuse of power and perjury for starters.  And the only reason why she wont get prosecuted for the email scandal is because she threatened Obama to take him down with her."
,117,"Mar 2, 2016",Be4Reel,"@Dante22 @ObamaIsAntiChrist 
What a theory.  Any proof of that to back up your comment?"
,118,"Mar 2, 2016",elfonshelf,"@Be4Reel @Dante22 @ObamaIsAntiChrist  morning, raptor."
,119,"Mar 2, 2016",elfonshelf,"@Be4Reel @Dante22 @ObamaIsAntiChrist  if raptor whom you follow soooo closely, does not have to prove raptors totally false statements, why would you ask someone to back up a theory?"
,120,"Mar 2, 2016",Dante22,"@Be4Reel @Dante22 @ObamaIsAntiChrist How much proof do you need??  Don't you think any opponent on the Republican side with tear her up on those issues and more?  Sanders never mentiones any of them. If he tried even a little bit he would have taken 1/2 the stares.  She actually lost 4 states to a self-proclaimed socialist who isnt even trying!!!!!!!!

The email thing is a slam dunk.  Just watch that one over the next month or so.  There is no clean way to squeeze out of this without, at the very least, a resignation of the FBI Head."
,121,"Mar 2, 2016",elfonshelf,"@Dante22 @Be4Reel @ObamaIsAntiChrist  acts like raptor too...when you hit her with logic, she leaves."
,122,"Mar 2, 2016",pradd200,@Dante22 @ObamaIsAntiChrist Iraq war criminals  ummm
,123,"Mar 2, 2016",gobbler,"@ObamaIsAntiChrist  No proof, but several people died suspiciously."
,124,"Mar 2, 2016",elfonshelf,"@Dante22  Hillary's camp admitted in 2008 that it was a farce, when gigi gaston, a democrat and Hillary supporter, did documentaries, on how Hillary voters were strong armed out, by the Obama machine.
they are on youtube

""we will not be silenced""

so intriguing"
,125,"Mar 2, 2016",ChucklesM,Democrats certainly don't have democratic elections.
,126,"Mar 2, 2016",gobbler,"@ChucklesM  Will they allow people in the cemetery vote, too??"
,127,"Mar 2, 2016",GP Russell,"@gobbler @ChucklesM
Usually do."
,128,"Mar 2, 2016",ChucklesM,Does Hillary Clinton know she's wearing the same tentsuits as Kim Jong-Un (just 5 sizes larger)?
,129,"Mar 2, 2016",stopthepoliticalnonsense,"Ya,  she's going to bring the country together.    Refuses to go on half the news programs, but is working for the common person.  "
,130,"Mar 2, 2016",ChucklesM,Crack kills. --Whitney H.
,131,"Mar 2, 2016",pradd200,@ChucklesM Anyone is better than party of NO
,132,"Mar 2, 2016",ChucklesM,New Orleans?
,133,"Mar 2, 2016",elfonshelf,"@stopthepoliticalnonsense  and caught on tape, keeping her dollar change at chipotle instead of putting it in tip jar for food service workers she is supposed to be ""championing"".

while she gets 600 dollar haircuts."
,134,"Mar 2, 2016",88factor,"the new communist democrat party  - Granny lier Hilary  and Berney Sanders  both worn out old communists. a  vote for Hillary or Sanders is anti American . Go live in cuba ,china,ect"
,135,"Mar 2, 2016",Adfuel,"@88factor  You dont know the difference between communist and socialist do you? 

Like the internet? It;s an American socialist thing, I know its confusing. "
,136,"Mar 2, 2016",hadda knuff,@Adfuel @88factor  I agree.  You seem very confused. Go collect your thoughts and get back with us when you can coherently express yourself. 
,137,"Mar 2, 2016",elfonshelf,"@Adfuel @88factor  in his defense both the communist party and the socialist party supported  your candidates.
like Obama.

the internet? I thought it was an algore thing?"
,138,"Mar 2, 2016",everywhere,"Democrats?
Sure.
They have done so much for America!
Ask the many Americans who have found that they have been removed from the blue collar middle class into the working poor class partially dependent on such programs as EBT, subsidized housing, and Medicaid.
The Democratic Party was once the Party of the American worker.
In a way they still are.
Except that welfare has been added to  their equation!"
,139,"Mar 2, 2016",Adfuel,"@everywhere  The fact the rich have got richer while the middle class and poor have remained the same or got poorer since Regan is not the fault of the democrats.  

The reason many working americans  programs like EBT subsidized housing, and Medicaid is companies like Walmart put all the other people out of business and dont pay well or provide good benefits. 


The republicans want all unions removed and want minium wage lowered. Please explain how that will help the American worker. 

The republican solution to programs like EBT subsidized housing, and Medicaid are simply to remove them. Again explain how that is going to help the American worker. 

Feel free to explain anything that the repubicians have done in your lifetime to improve the lives of American workers. "
,140,"Mar 2, 2016",txpatriot13,"The stop the free stuff and employees will demand more to work there, salaries will go up in that case."
,141,"Mar 2, 2016",88factor,"The new Communist  party democrats finally have admitted it.  Granny Hillary not only a big time lier, untrustworthy,blamer ,thief ,and law breaker she is a communist like Berney sanders. They used the word progressive for cover up,which Hillary not to good at ,remember bengahzi. progressive means communist.  if the gov  gave everyone min wage of 15 bucks,think everyone would pay for their healthcare , mandated to , wouldn't get any food stamps or medicade wages would be to high to get the free stuff anymore. food an everthing else price would rise . many would be laid off ,an the ones left would be worked harder and faster to try an cover for the ones they got rid of to pay their 15 bucks. also many small business would have to close .   this doesn't even count if free college was given to everyone , who would pay for it ,colleges must be paid. in a communist run country  would all be broke highly taxed . communism never works look at the last 8 yrs with Obama  terrible no jobs everyone at each others throats   race baited  lied to  ect. "
,142,"Mar 2, 2016",pamela2000,"@88factor My darling, you can't even spell.
Leave the poor communists alone. You're embarrassing them."
,143,"Mar 2, 2016",hadda knuff,"@pamela2000 @88factor  Spoken as a true Democrat!  So you can't speak to the point being made therefore you stoop to personal, condescending remarks about trivial spelling errors?  I had no difficulty understanding the point being made so maybe you should look at your own intellect before criticizing others.  "
,144,"Mar 2, 2016",pamela2000,"Go, girl.
President Clinton.
Sounds great.
Go, girl."
,145,"Mar 2, 2016",everywhere,"@pamela2000 
And she will  keep going until she disappears!"
,146,"Mar 2, 2016",frunk,@pamela2000 perp walk coming soon little girl.
,147,"Mar 2, 2016",hadda knuff,"@pamela2000  She should ""go"" alright; go straight to jail if there would be ""just a smidgen"" of justice in this administration!!"
,148,"Mar 2, 2016",juxtaposition1,"OH, I forgot to mention communist with hillbillery."
,149,"Mar 2, 2016",Dudevicious,Sanders is as bad as Obama. He still wants to change America. Get out if you don't like it you old whack job!!! And Hillary is absolutely no better. She can drop dead too!
,150,"Mar 2, 2016",juxtaposition1,"WHAT! you mean to say a truthful about being a socialist geriatric which is actually right about Washington being corrupt. Can't beat a lying murderous geriatric traitor which is the opitamy of the corruption in Washington? Really?.... Well, IIIIIII NEVER!..... NOT!"
,151,"Mar 2, 2016",hotshot940,@juxtaposition1  Someone forgot their meds this morning...
,152,"Mar 2, 2016",urademwit,Monica's boyfriend caught breaking the law at several voting stations.
,153,"Mar 2, 2016",bnkchsy116,Why did Bill Clinton commute the sentences of 16 FALN terrorists and two members of the Weather Underground in August 1999?
,154,"Mar 2, 2016",bdby,"Donald Trump said Hillary still has an inauguration date with the FBI.
I can’t wait until I see that happen.
HAHAHAHAHAHAHAHAHAHA!!!!!!!!!"
,155,"Mar 2, 2016",eschelon,I wonder if she will ask MONICA to be her running mate??
,156,"Mar 2, 2016",frunk,@eschelon slick willie would approve.
,157,"Mar 2, 2016",larrykansas,"We have an old crazy woman running for President, and the whole world is laughing."
,158,"Mar 2, 2016",juxtaposition1,Just like the whole world is dumbfounded at supposed republicans voting for a tyrannical old racist that donated to and is a friend of that old crazy witch lady.
,159,"Mar 2, 2016",frunk,@juxtaposition1 play that race card mental midget.
,160,"Mar 2, 2016",theteapar,@frunk @juxtaposition1 How can you NOT play the race card when he's supported by the Klan
,161,"Mar 2, 2016",NorthBob,"Democrats have chosen the Hag over the Communist Dreamer.
But what difference does it make Bernie, even if they hadn't voted for her, the DNC chose Hillary in the ""Rigged System"" you thought Wall Street was..."
,162,"Mar 2, 2016",MGoriganti,"Sanders did have a road bump but not a wall across the road. In fact, it shows how Sanders will trounce all Republicans whoever it may be in November.In fact a lot of sensible  Republicans will vote for him than Hillary."
,163,"Mar 2, 2016",betterthanlife,"@MGoriganti He can't even beat a woman under FBI criminal investigation for Espionage. If he can't do that, he doesn't have a shot at any legitimate candidate. "
,164,"Mar 2, 2016",hotshot940,"@betterthanlife @MGoriganti  Except he's currently polling better than all of your ""legitimate"" candidates."
,165,"Mar 2, 2016",SamH55,Hillary is winning big with blacks in southern states that haven't voted for Democrats in November for years.  She is winning with low margins or Bernie is winning in swing states or solid Democratic States. 
,166,"Mar 2, 2016",betterthanlife,"@SamH55 In years? Let me guess, exactly 4 years right? "
,167,"Mar 2, 2016",hadda knuff,"@SamH55  Every black in the country and many from other countries and many who were deceased voted for Obama four or five times in both elections!  Only 2% of registered African-Americans voted in opposition to Obama.  When blacks actually vote, they nearly always vote Democrat.  Then you add the "":female factor"" that will enhance the Democratic mantra of identity politics. Then there will be those who will  vote for Hillary simply because she is a woman because it would be "" so cool"" to elect the first woman to the office of president just as it was ""so cool"" to have elected the first 1/2 black man to that office.  The voting masses in the US have become less and less analytical of candidates and have shifted to emotionally fueled identity politics as a means of choosing those for whom they vote.  To vetting of their past records; no critical dissecting of campaign promises; no critical thinking about how a candidate will have to maneuver in the current of the political landscape of the time.  American by a large and growing number act on what they want to hear and embrace policies and promises that will mostly benefit them regardless of how badly it will affect the rest of our country.  Our people have become emotionally selfish and intellectually silo-oriented and fall more and more for political groupthink leadership as they do not want to decide what to do, they want to be told what they should do and if it ""feels"" like the thing to do then they're all for it and will blindly support it no matter what evidence is given as proof those policies will not benefit the country. We have become sheep to be herded about at the whim of the political shepherds.  And that flock is growing larger at every election!  God, help us all!  We're going to need it!!"
,168,"Mar 2, 2016",bjcal,Leaves me wondering if democrats ever listen to the news about Hilary and her behavior? What is wrong with these people? Says a lot about the morals and ethics of the party.
,169,"Mar 2, 2016",HereForTheEntertainment,"@bjcal This coming from someone who's party frontrunner is Donald Trump? Yeah, okay."
,170,"Mar 2, 2016",Kandiiboi,@bjcal good point 
,171,"Mar 2, 2016",Adfuel,@bjcal  Your frontrunner is Trump. 
,172,"Mar 2, 2016",Mariox777,"Bernie can still hope the arrest for Hillery comes before the election. I wonder if the FBI would wait till after she loses the election to arrest her. lol ""Sorry, not only do you lose, but you going to jail"""
,173,"Mar 2, 2016",bettybb,@Mariox777  Trump = consumer fraud = when will he be arrested?
,174,"Mar 2, 2016",Dposey717,Love your made up facts.
,175,"Mar 2, 2016",ChampsMom,"@bettybb @Mariox777 I agree -- where are the stories on FOX about the people suing Trump for the thousands of dollars they lost at Trump University, which wasn't a real university and took money for classes that didn't exist? This is a lawsuit happening now."
,176,"Mar 2, 2016",hadda knuff,@ChampsMom @bettybb @Mariox777  Those stories have been on air and online.  Google is a powerful tool to gain knowledge.  Learn it.  Use it!
